Plot Title: 4,,,,,,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 10316906, SEN S/N: 10316906)","Intensity, Lux (LGR S/N: 10316906, SEN S/N: 10316906)",Coupler Detached (LGR S/N: 10316906),Coupler Attached (LGR S/N: 10316906),Host Connected (LGR S/N: 10316906),Stopped (LGR S/N: 10316906),End Of File (LGR S/N: 10316906)
1360,05/18/22 11:21:34  PM,16.332,0,,,,,
1361,05/18/22 11:22:04  PM,16.332,0,,,,,
1362,05/18/22 11:22:34  PM,16.332,0,,,,,
1363,05/18/22 11:23:04  PM,16.332,0,,,,,
1364,05/18/22 11:23:34  PM,16.332,0,,,,,
1365,05/18/22 11:24:04  PM,16.332,0,,,,,
1366,05/18/22 11:24:34  PM,16.332,0,,,,,
1367,05/18/22 11:25:04  PM,16.332,0,,,,,
1368,05/18/22 11:25:34  PM,16.332,0,,,,,
1369,05/18/22 11:26:04  PM,16.332,0,,,,,
1370,05/18/22 11:26:34  PM,16.332,0,,,,,
1371,05/18/22 11:27:04  PM,16.332,0,,,,,
1372,05/18/22 11:27:34  PM,16.332,0,,,,,
1373,05/18/22 11:28:04  PM,16.332,0,,,,,
1374,05/18/22 11:28:34  PM,16.332,0,,,,,
1375,05/18/22 11:29:04  PM,16.332,0,,,,,
1376,05/18/22 11:29:34  PM,16.332,0,,,,,
1377,05/18/22 11:30:04  PM,16.332,0,,,,,
1378,05/18/22 11:30:34  PM,16.332,0,,,,,
1379,05/18/22 11:31:04  PM,16.332,0,,,,,
1380,05/18/22 11:31:34  PM,16.332,0,,,,,
1381,05/18/22 11:32:04  PM,16.332,0,,,,,
1382,05/18/22 11:32:34  PM,16.427,0,,,,,
1383,05/18/22 11:33:04  PM,16.332,0,,,,,
1384,05/18/22 11:33:34  PM,16.332,0,,,,,
1385,05/18/22 11:34:04  PM,16.332,0,,,,,
1386,05/18/22 11:34:34  PM,16.332,0,,,,,
1387,05/18/22 11:35:04  PM,16.332,0,,,,,
1388,05/18/22 11:35:34  PM,16.427,0,,,,,
1389,05/18/22 11:36:04  PM,16.427,0,,,,,
1390,05/18/22 11:36:34  PM,16.427,0,,,,,
1391,05/18/22 11:37:04  PM,16.427,0,,,,,
1392,05/18/22 11:37:34  PM,16.427,0,,,,,
1393,05/18/22 11:38:04  PM,16.427,0,,,,,
1394,05/18/22 11:38:34  PM,16.427,0,,,,,
1395,05/18/22 11:39:04  PM,16.427,0,,,,,
1396,05/18/22 11:39:34  PM,16.427,0,,,,,
1397,05/18/22 11:40:04  PM,16.427,0,,,,,
1398,05/18/22 11:40:34  PM,16.427,0,,,,,
1399,05/18/22 11:41:04  PM,16.427,0,,,,,
1400,05/18/22 11:41:34  PM,16.427,0,,,,,
1401,05/18/22 11:42:04  PM,16.427,0,,,,,
1402,05/18/22 11:42:34  PM,16.427,0,,,,,
1403,05/18/22 11:43:04  PM,16.427,0,,,,,
1404,05/18/22 11:43:34  PM,16.427,0,,,,,
1405,05/18/22 11:44:04  PM,16.427,0,,,,,
1406,05/18/22 11:44:34  PM,16.427,0,,,,,
1407,05/18/22 11:45:04  PM,16.427,0,,,,,
1408,05/18/22 11:45:34  PM,16.427,0,,,,,
1409,05/18/22 11:46:04  PM,16.427,0,,,,,
1410,05/18/22 11:46:34  PM,16.427,0,,,,,
1411,05/18/22 11:47:04  PM,16.427,0,,,,,
1412,05/18/22 11:47:34  PM,16.427,0,,,,,
1413,05/18/22 11:48:04  PM,16.427,0,,,,,
1414,05/18/22 11:48:34  PM,16.427,0,,,,,
1415,05/18/22 11:49:04  PM,16.427,0,,,,,
1416,05/18/22 11:49:34  PM,16.427,0,,,,,
1417,05/18/22 11:50:04  PM,16.427,0,,,,,
1418,05/18/22 11:50:34  PM,16.427,0,,,,,
1419,05/18/22 11:51:04  PM,16.427,0,,,,,
1420,05/18/22 11:51:34  PM,16.427,0,,,,,
1421,05/18/22 11:52:04  PM,16.427,0,,,,,
1422,05/18/22 11:52:34  PM,16.427,0,,,,,
1423,05/18/22 11:53:04  PM,16.427,0,,,,,
1424,05/18/22 11:53:34  PM,16.427,0,,,,,
1425,05/18/22 11:54:04  PM,16.427,0,,,,,
1426,05/18/22 11:54:34  PM,16.427,0,,,,,
1427,05/18/22 11:55:04  PM,16.427,0,,,,,
1428,05/18/22 11:55:34  PM,16.427,0,,,,,
1429,05/18/22 11:56:04  PM,16.427,0,,,,,
1430,05/18/22 11:56:34  PM,16.427,0,,,,,
1431,05/18/22 11:57:04  PM,16.427,0,,,,,
1432,05/18/22 11:57:34  PM,16.427,0,,,,,
1433,05/18/22 11:58:04  PM,16.427,0,,,,,
1434,05/18/22 11:58:34  PM,16.427,0,,,,,
1435,05/18/22 11:59:04  PM,16.427,0,,,,,
1436,05/18/22 11:59:34  PM,16.427,0,,,,,
1437,05/19/22 12:00:04  AM,16.427,0,,,,,
1438,05/19/22 12:00:34  AM,16.427,0,,,,,
1439,05/19/22 12:01:04  AM,16.427,0,,,,,
1440,05/19/22 12:01:34  AM,16.427,0,,,,,
1441,05/19/22 12:02:04  AM,16.427,0,,,,,
1442,05/19/22 12:02:34  AM,16.427,0,,,,,
1443,05/19/22 12:03:04  AM,16.332,0,,,,,
1444,05/19/22 12:03:34  AM,16.427,0,,,,,
1445,05/19/22 12:04:04  AM,16.427,0,,,,,
1446,05/19/22 12:04:34  AM,16.332,0,,,,,
1447,05/19/22 12:05:04  AM,16.332,0,,,,,
1448,05/19/22 12:05:34  AM,16.332,0,,,,,
1449,05/19/22 12:06:04  AM,16.332,0,,,,,
1450,05/19/22 12:06:34  AM,16.332,0,,,,,
1451,05/19/22 12:07:04  AM,16.332,0,,,,,
1452,05/19/22 12:07:34  AM,16.332,0,,,,,
1453,05/19/22 12:08:04  AM,16.332,0,,,,,
1454,05/19/22 12:08:34  AM,16.332,0,,,,,
1455,05/19/22 12:09:04  AM,16.332,0,,,,,
1456,05/19/22 12:09:34  AM,16.332,0,,,,,
1457,05/19/22 12:10:04  AM,16.332,0,,,,,
1458,05/19/22 12:10:34  AM,16.332,0,,,,,
1459,05/19/22 12:11:04  AM,16.332,0,,,,,
1460,05/19/22 12:11:34  AM,16.332,0,,,,,
1461,05/19/22 12:12:04  AM,16.332,0,,,,,
1462,05/19/22 12:12:34  AM,16.332,0,,,,,
1463,05/19/22 12:13:04  AM,16.332,0,,,,,
1464,05/19/22 12:13:34  AM,16.332,0,,,,,
1465,05/19/22 12:14:04  AM,16.332,0,,,,,
1466,05/19/22 12:14:34  AM,16.332,0,,,,,
1467,05/19/22 12:15:04  AM,16.332,0,,,,,
1468,05/19/22 12:15:34  AM,16.332,0,,,,,
1469,05/19/22 12:16:04  AM,16.332,0,,,,,
1470,05/19/22 12:16:34  AM,16.332,0,,,,,
1471,05/19/22 12:17:04  AM,16.332,0,,,,,
1472,05/19/22 12:17:34  AM,16.332,0,,,,,
1473,05/19/22 12:18:04  AM,16.332,0,,,,,
1474,05/19/22 12:18:34  AM,16.332,0,,,,,
1475,05/19/22 12:19:04  AM,16.332,0,,,,,
1476,05/19/22 12:19:34  AM,16.332,0,,,,,
1477,05/19/22 12:20:04  AM,16.332,0,,,,,
1478,05/19/22 12:20:34  AM,16.237,0,,,,,
1479,05/19/22 12:21:04  AM,16.237,0,,,,,
1480,05/19/22 12:21:34  AM,16.237,0,,,,,
1481,05/19/22 12:22:04  AM,16.237,0,,,,,
1482,05/19/22 12:22:34  AM,16.237,0,,,,,
1483,05/19/22 12:23:04  AM,16.237,0,,,,,
1484,05/19/22 12:23:34  AM,16.237,0,,,,,
1485,05/19/22 12:24:04  AM,16.237,0,,,,,
1486,05/19/22 12:24:34  AM,16.237,0,,,,,
1487,05/19/22 12:25:04  AM,16.237,0,,,,,
1488,05/19/22 12:25:34  AM,16.237,0,,,,,
1489,05/19/22 12:26:04  AM,16.237,0,,,,,
1490,05/19/22 12:26:34  AM,16.237,0,,,,,
1491,05/19/22 12:27:04  AM,16.237,0,,,,,
1492,05/19/22 12:27:34  AM,16.237,0,,,,,
1493,05/19/22 12:28:04  AM,16.237,0,,,,,
1494,05/19/22 12:28:34  AM,16.237,0,,,,,
1495,05/19/22 12:29:04  AM,16.237,0,,,,,
1496,05/19/22 12:29:34  AM,16.237,0,,,,,
1497,05/19/22 12:30:04  AM,16.237,0,,,,,
1498,05/19/22 12:30:34  AM,16.141,0,,,,,
1499,05/19/22 12:31:04  AM,16.141,0,,,,,
1500,05/19/22 12:31:34  AM,16.141,0,,,,,
1501,05/19/22 12:32:04  AM,16.141,0,,,,,
1502,05/19/22 12:32:34  AM,16.141,0,,,,,
1503,05/19/22 12:33:04  AM,16.141,0,,,,,
1504,05/19/22 12:33:34  AM,16.141,0,,,,,
1505,05/19/22 12:34:04  AM,16.141,0,,,,,
1506,05/19/22 12:34:34  AM,16.141,0,,,,,
1507,05/19/22 12:35:04  AM,16.141,0,,,,,
1508,05/19/22 12:35:34  AM,16.141,0,,,,,
1509,05/19/22 12:36:04  AM,16.141,0,,,,,
1510,05/19/22 12:36:34  AM,16.141,0,,,,,
1511,05/19/22 12:37:04  AM,16.141,0,,,,,
1512,05/19/22 12:37:34  AM,16.141,0,,,,,
1513,05/19/22 12:38:04  AM,16.141,0,,,,,
1514,05/19/22 12:38:34  AM,16.141,0,,,,,
1515,05/19/22 12:39:04  AM,16.141,0,,,,,
1516,05/19/22 12:39:34  AM,16.141,0,,,,,
1517,05/19/22 12:40:04  AM,16.046,0,,,,,
1518,05/19/22 12:40:34  AM,16.046,0,,,,,
1519,05/19/22 12:41:04  AM,16.046,0,,,,,
1520,05/19/22 12:41:34  AM,16.046,0,,,,,
1521,05/19/22 12:42:04  AM,16.046,0,,,,,
1522,05/19/22 12:42:34  AM,16.046,0,,,,,
1523,05/19/22 12:43:04  AM,16.046,0,,,,,
1524,05/19/22 12:43:34  AM,16.046,0,,,,,
1525,05/19/22 12:44:04  AM,16.046,0,,,,,
1526,05/19/22 12:44:34  AM,16.046,0,,,,,
1527,05/19/22 12:45:04  AM,16.046,0,,,,,
1528,05/19/22 12:45:34  AM,16.046,0,,,,,
1529,05/19/22 12:46:04  AM,16.046,0,,,,,
1530,05/19/22 12:46:34  AM,16.046,0,,,,,
1531,05/19/22 12:47:04  AM,16.046,0,,,,,
1532,05/19/22 12:47:34  AM,16.046,0,,,,,
1533,05/19/22 12:48:04  AM,16.046,0,,,,,
1534,05/19/22 12:48:34  AM,16.046,0,,,,,
1535,05/19/22 12:49:04  AM,16.046,0,,,,,
1536,05/19/22 12:49:34  AM,16.046,0,,,,,
1537,05/19/22 12:50:04  AM,16.046,0,,,,,
1538,05/19/22 12:50:34  AM,15.951,0,,,,,
1539,05/19/22 12:51:04  AM,15.951,0,,,,,
1540,05/19/22 12:51:34  AM,15.951,0,,,,,
1541,05/19/22 12:52:04  AM,15.951,0,,,,,
1542,05/19/22 12:52:34  AM,15.951,0,,,,,
1543,05/19/22 12:53:04  AM,15.951,0,,,,,
1544,05/19/22 12:53:34  AM,15.951,0,,,,,
1545,05/19/22 12:54:04  AM,15.951,0,,,,,
1546,05/19/22 12:54:34  AM,15.951,0,,,,,
1547,05/19/22 12:55:04  AM,15.951,0,,,,,
1548,05/19/22 12:55:34  AM,15.951,0,,,,,
1549,05/19/22 12:56:04  AM,15.951,0,,,,,
1550,05/19/22 12:56:34  AM,15.951,0,,,,,
1551,05/19/22 12:57:04  AM,15.951,0,,,,,
1552,05/19/22 12:57:34  AM,15.951,0,,,,,
1553,05/19/22 12:58:04  AM,15.951,0,,,,,
1554,05/19/22 12:58:34  AM,15.951,0,,,,,
1555,05/19/22 12:59:04  AM,15.951,0,,,,,
1556,05/19/22 12:59:34  AM,15.855,0,,,,,
1557,05/19/22 01:00:04  AM,15.855,0,,,,,
1558,05/19/22 01:00:34  AM,15.855,0,,,,,
1559,05/19/22 01:01:04  AM,15.855,0,,,,,
1560,05/19/22 01:01:34  AM,15.855,0,,,,,
1561,05/19/22 01:02:04  AM,15.855,0,,,,,
1562,05/19/22 01:02:34  AM,15.855,0,,,,,
1563,05/19/22 01:03:04  AM,15.855,0,,,,,
1564,05/19/22 01:03:34  AM,15.855,0,,,,,
1565,05/19/22 01:04:04  AM,15.855,0,,,,,
1566,05/19/22 01:04:34  AM,15.855,0,,,,,
1567,05/19/22 01:05:04  AM,15.855,0,,,,,
1568,05/19/22 01:05:34  AM,15.855,0,,,,,
1569,05/19/22 01:06:04  AM,15.855,0,,,,,
1570,05/19/22 01:06:34  AM,15.855,0,,,,,
1571,05/19/22 01:07:04  AM,15.855,0,,,,,
1572,05/19/22 01:07:34  AM,15.855,0,,,,,
1573,05/19/22 01:08:04  AM,15.855,0,,,,,
1574,05/19/22 01:08:34  AM,15.76,0,,,,,
1575,05/19/22 01:09:04  AM,15.76,0,,,,,
1576,05/19/22 01:09:34  AM,15.855,0,,,,,
1577,05/19/22 01:10:04  AM,15.76,0,,,,,
1578,05/19/22 01:10:34  AM,15.76,0,,,,,
1579,05/19/22 01:11:04  AM,15.76,0,,,,,
1580,05/19/22 01:11:34  AM,15.76,0,,,,,
1581,05/19/22 01:12:04  AM,15.76,0,,,,,
1582,05/19/22 01:12:34  AM,15.76,0,,,,,
1583,05/19/22 01:13:04  AM,15.76,0,,,,,
1584,05/19/22 01:13:34  AM,15.76,0,,,,,
1585,05/19/22 01:14:04  AM,15.76,0,,,,,
1586,05/19/22 01:14:34  AM,15.76,0,,,,,
1587,05/19/22 01:15:04  AM,15.76,0,,,,,
1588,05/19/22 01:15:34  AM,15.76,0,,,,,
1589,05/19/22 01:16:04  AM,15.76,0,,,,,
1590,05/19/22 01:16:34  AM,15.76,0,,,,,
1591,05/19/22 01:17:04  AM,15.76,0,,,,,
1592,05/19/22 01:17:34  AM,15.76,0,,,,,
1593,05/19/22 01:18:04  AM,15.76,0,,,,,
1594,05/19/22 01:18:34  AM,15.664,0,,,,,
1595,05/19/22 01:19:04  AM,15.664,0,,,,,
1596,05/19/22 01:19:34  AM,15.664,0,,,,,
1597,05/19/22 01:20:04  AM,15.664,0,,,,,
1598,05/19/22 01:20:34  AM,15.664,0,,,,,
1599,05/19/22 01:21:04  AM,15.664,0,,,,,
1600,05/19/22 01:21:34  AM,15.664,0,,,,,
1601,05/19/22 01:22:04  AM,15.664,0,,,,,
1602,05/19/22 01:22:34  AM,15.664,0,,,,,
1603,05/19/22 01:23:04  AM,15.664,0,,,,,
1604,05/19/22 01:23:34  AM,15.664,0,,,,,
1605,05/19/22 01:24:04  AM,15.664,0,,,,,
1606,05/19/22 01:24:34  AM,15.664,0,,,,,
1607,05/19/22 01:25:04  AM,15.664,0,,,,,
1608,05/19/22 01:25:34  AM,15.664,0,,,,,
1609,05/19/22 01:26:04  AM,15.664,0,,,,,
1610,05/19/22 01:26:34  AM,15.664,0,,,,,
1611,05/19/22 01:27:04  AM,15.664,0,,,,,
1612,05/19/22 01:27:34  AM,15.664,0,,,,,
1613,05/19/22 01:28:04  AM,15.569,0,,,,,
1614,05/19/22 01:28:34  AM,15.569,0,,,,,
1615,05/19/22 01:29:04  AM,15.569,0,,,,,
1616,05/19/22 01:29:34  AM,15.569,0,,,,,
1617,05/19/22 01:30:04  AM,15.569,0,,,,,
1618,05/19/22 01:30:34  AM,15.569,0,,,,,
1619,05/19/22 01:31:04  AM,15.569,0,,,,,
1620,05/19/22 01:31:34  AM,15.569,0,,,,,
1621,05/19/22 01:32:04  AM,15.569,0,,,,,
1622,05/19/22 01:32:34  AM,15.569,0,,,,,
1623,05/19/22 01:33:04  AM,15.569,0,,,,,
1624,05/19/22 01:33:34  AM,15.569,0,,,,,
1625,05/19/22 01:34:04  AM,15.569,0,,,,,
1626,05/19/22 01:34:34  AM,15.569,0,,,,,
1627,05/19/22 01:35:04  AM,15.569,0,,,,,
1628,05/19/22 01:35:34  AM,15.569,0,,,,,
1629,05/19/22 01:36:04  AM,15.473,0,,,,,
1630,05/19/22 01:36:34  AM,15.473,0,,,,,
1631,05/19/22 01:37:04  AM,15.473,0,,,,,
1632,05/19/22 01:37:34  AM,15.473,0,,,,,
1633,05/19/22 01:38:04  AM,15.473,0,,,,,
1634,05/19/22 01:38:34  AM,15.473,0,,,,,
1635,05/19/22 01:39:04  AM,15.473,0,,,,,
1636,05/19/22 01:39:34  AM,15.473,0,,,,,
1637,05/19/22 01:40:04  AM,15.473,0,,,,,
1638,05/19/22 01:40:34  AM,15.473,0,,,,,
1639,05/19/22 01:41:04  AM,15.473,0,,,,,
1640,05/19/22 01:41:34  AM,15.473,0,,,,,
1641,05/19/22 01:42:04  AM,15.473,0,,,,,
1642,05/19/22 01:42:34  AM,15.473,0,,,,,
1643,05/19/22 01:43:04  AM,15.378,0,,,,,
1644,05/19/22 01:43:34  AM,15.473,0,,,,,
1645,05/19/22 01:44:04  AM,15.378,0,,,,,
1646,05/19/22 01:44:34  AM,15.473,0,,,,,
1647,05/19/22 01:45:04  AM,15.378,0,,,,,
1648,05/19/22 01:45:34  AM,15.378,0,,,,,
1649,05/19/22 01:46:04  AM,15.378,0,,,,,
1650,05/19/22 01:46:34  AM,15.378,0,,,,,
1651,05/19/22 01:47:04  AM,15.378,0,,,,,
1652,05/19/22 01:47:34  AM,15.378,0,,,,,
1653,05/19/22 01:48:04  AM,15.378,0,,,,,
1654,05/19/22 01:48:34  AM,15.378,0,,,,,
1655,05/19/22 01:49:04  AM,15.378,0,,,,,
1656,05/19/22 01:49:34  AM,15.378,0,,,,,
1657,05/19/22 01:50:04  AM,15.378,0,,,,,
1658,05/19/22 01:50:34  AM,15.378,0,,,,,
1659,05/19/22 01:51:04  AM,15.378,0,,,,,
1660,05/19/22 01:51:34  AM,15.378,0,,,,,
1661,05/19/22 01:52:04  AM,15.378,0,,,,,
1662,05/19/22 01:52:34  AM,15.378,0,,,,,
1663,05/19/22 01:53:04  AM,15.378,0,,,,,
1664,05/19/22 01:53:34  AM,15.378,0,,,,,
1665,05/19/22 01:54:04  AM,15.378,0,,,,,
1666,05/19/22 01:54:34  AM,15.378,0,,,,,
1667,05/19/22 01:55:04  AM,15.282,0,,,,,
1668,05/19/22 01:55:34  AM,15.282,0,,,,,
1669,05/19/22 01:56:04  AM,15.282,0,,,,,
1670,05/19/22 01:56:34  AM,15.282,0,,,,,
1671,05/19/22 01:57:04  AM,15.282,0,,,,,
1672,05/19/22 01:57:34  AM,15.282,0,,,,,
1673,05/19/22 01:58:04  AM,15.282,0,,,,,
1674,05/19/22 01:58:34  AM,15.282,0,,,,,
1675,05/19/22 01:59:04  AM,15.282,0,,,,,
1676,05/19/22 01:59:34  AM,15.282,0,,,,,
1677,05/19/22 02:00:04  AM,15.282,0,,,,,
1678,05/19/22 02:00:34  AM,15.282,0,,,,,
1679,05/19/22 02:01:04  AM,15.282,0,,,,,
1680,05/19/22 02:01:34  AM,15.282,0,,,,,
1681,05/19/22 02:02:04  AM,15.282,0,,,,,
1682,05/19/22 02:02:34  AM,15.282,0,,,,,
1683,05/19/22 02:03:04  AM,15.282,0,,,,,
1684,05/19/22 02:03:34  AM,15.282,0,,,,,
1685,05/19/22 02:04:04  AM,15.282,0,,,,,
1686,05/19/22 02:04:34  AM,15.282,0,,,,,
1687,05/19/22 02:05:04  AM,15.282,0,,,,,
1688,05/19/22 02:05:34  AM,15.282,0,,,,,
1689,05/19/22 02:06:04  AM,15.282,0,,,,,
1690,05/19/22 02:06:34  AM,15.282,0,,,,,
1691,05/19/22 02:07:04  AM,15.282,0,,,,,
1692,05/19/22 02:07:34  AM,15.282,0,,,,,
1693,05/19/22 02:08:04  AM,15.187,0,,,,,
1694,05/19/22 02:08:34  AM,15.282,0,,,,,
1695,05/19/22 02:09:04  AM,15.187,0,,,,,
1696,05/19/22 02:09:34  AM,15.187,0,,,,,
1697,05/19/22 02:10:04  AM,15.187,0,,,,,
1698,05/19/22 02:10:34  AM,15.187,0,,,,,
1699,05/19/22 02:11:04  AM,15.187,0,,,,,
1700,05/19/22 02:11:34  AM,15.187,0,,,,,
1701,05/19/22 02:12:04  AM,15.187,0,,,,,
1702,05/19/22 02:12:34  AM,15.187,0,,,,,
1703,05/19/22 02:13:04  AM,15.187,0,,,,,
1704,05/19/22 02:13:34  AM,15.187,0,,,,,
1705,05/19/22 02:14:04  AM,15.187,0,,,,,
1706,05/19/22 02:14:34  AM,15.187,0,,,,,
1707,05/19/22 02:15:04  AM,15.187,0,,,,,
1708,05/19/22 02:15:34  AM,15.187,0,,,,,
1709,05/19/22 02:16:04  AM,15.187,0,,,,,
1710,05/19/22 02:16:34  AM,15.187,0,,,,,
1711,05/19/22 02:17:04  AM,15.187,0,,,,,
1712,05/19/22 02:17:34  AM,15.187,0,,,,,
1713,05/19/22 02:18:04  AM,15.187,0,,,,,
1714,05/19/22 02:18:34  AM,15.187,0,,,,,
1715,05/19/22 02:19:04  AM,15.091,0,,,,,
1716,05/19/22 02:19:34  AM,15.091,0,,,,,
1717,05/19/22 02:20:04  AM,15.091,0,,,,,
1718,05/19/22 02:20:34  AM,15.091,0,,,,,
1719,05/19/22 02:21:04  AM,15.091,0,,,,,
1720,05/19/22 02:21:34  AM,15.091,0,,,,,
1721,05/19/22 02:22:04  AM,15.091,0,,,,,
1722,05/19/22 02:22:34  AM,15.091,0,,,,,
1723,05/19/22 02:23:04  AM,15.091,0,,,,,
1724,05/19/22 02:23:34  AM,15.091,0,,,,,
1725,05/19/22 02:24:04  AM,15.091,0,,,,,
1726,05/19/22 02:24:34  AM,15.091,0,,,,,
1727,05/19/22 02:25:04  AM,15.091,0,,,,,
1728,05/19/22 02:25:34  AM,14.996,0,,,,,
1729,05/19/22 02:26:04  AM,15.091,0,,,,,
1730,05/19/22 02:26:34  AM,14.996,0,,,,,
1731,05/19/22 02:27:04  AM,14.996,0,,,,,
1732,05/19/22 02:27:34  AM,14.996,0,,,,,
1733,05/19/22 02:28:04  AM,14.996,0,,,,,
1734,05/19/22 02:28:34  AM,14.996,0,,,,,
1735,05/19/22 02:29:04  AM,14.996,0,,,,,
1736,05/19/22 02:29:34  AM,14.996,0,,,,,
1737,05/19/22 02:30:04  AM,14.996,0,,,,,
1738,05/19/22 02:30:34  AM,14.996,0,,,,,
1739,05/19/22 02:31:04  AM,14.996,0,,,,,
1740,05/19/22 02:31:34  AM,14.996,0,,,,,
1741,05/19/22 02:32:04  AM,14.996,0,,,,,
1742,05/19/22 02:32:34  AM,14.996,0,,,,,
1743,05/19/22 02:33:04  AM,14.996,0,,,,,
1744,05/19/22 02:33:34  AM,14.9,0,,,,,
1745,05/19/22 02:34:04  AM,14.9,0,,,,,
1746,05/19/22 02:34:34  AM,14.9,0,,,,,
1747,05/19/22 02:35:04  AM,14.9,0,,,,,
1748,05/19/22 02:35:34  AM,14.9,0,,,,,
1749,05/19/22 02:36:04  AM,14.9,0,,,,,
1750,05/19/22 02:36:34  AM,14.9,0,,,,,
1751,05/19/22 02:37:04  AM,14.9,0,,,,,
1752,05/19/22 02:37:34  AM,14.9,0,,,,,
1753,05/19/22 02:38:04  AM,14.9,0,,,,,
1754,05/19/22 02:38:34  AM,14.9,0,,,,,
1755,05/19/22 02:39:04  AM,14.9,0,,,,,
1756,05/19/22 02:39:34  AM,14.9,0,,,,,
1757,05/19/22 02:40:04  AM,14.9,0,,,,,
1758,05/19/22 02:40:34  AM,14.9,0,,,,,
1759,05/19/22 02:41:04  AM,14.9,0,,,,,
1760,05/19/22 02:41:34  AM,14.804,0,,,,,
1761,05/19/22 02:42:04  AM,14.9,0,,,,,
1762,05/19/22 02:42:34  AM,14.804,0,,,,,
1763,05/19/22 02:43:04  AM,14.804,0,,,,,
1764,05/19/22 02:43:34  AM,14.804,0,,,,,
1765,05/19/22 02:44:04  AM,14.804,0,,,,,
1766,05/19/22 02:44:34  AM,14.804,0,,,,,
1767,05/19/22 02:45:04  AM,14.804,0,,,,,
1768,05/19/22 02:45:34  AM,14.804,0,,,,,
1769,05/19/22 02:46:04  AM,14.804,0,,,,,
1770,05/19/22 02:46:34  AM,14.804,0,,,,,
1771,05/19/22 02:47:04  AM,14.804,0,,,,,
1772,05/19/22 02:47:34  AM,14.804,0,,,,,
1773,05/19/22 02:48:04  AM,14.804,0,,,,,
1774,05/19/22 02:48:34  AM,14.804,0,,,,,
1775,05/19/22 02:49:04  AM,14.804,0,,,,,
1776,05/19/22 02:49:34  AM,14.804,0,,,,,
1777,05/19/22 02:50:04  AM,14.804,0,,,,,
1778,05/19/22 02:50:34  AM,14.804,0,,,,,
1779,05/19/22 02:51:04  AM,14.804,0,,,,,
1780,05/19/22 02:51:34  AM,14.709,0,,,,,
1781,05/19/22 02:52:04  AM,14.709,0,,,,,
1782,05/19/22 02:52:34  AM,14.709,0,,,,,
1783,05/19/22 02:53:04  AM,14.709,0,,,,,
1784,05/19/22 02:53:34  AM,14.709,0,,,,,
1785,05/19/22 02:54:04  AM,14.709,0,,,,,
1786,05/19/22 02:54:34  AM,14.709,0,,,,,
1787,05/19/22 02:55:04  AM,14.709,0,,,,,
1788,05/19/22 02:55:34  AM,14.709,0,,,,,
1789,05/19/22 02:56:04  AM,14.709,0,,,,,
1790,05/19/22 02:56:34  AM,14.709,0,,,,,
1791,05/19/22 02:57:04  AM,14.709,0,,,,,
1792,05/19/22 02:57:34  AM,14.709,0,,,,,
1793,05/19/22 02:58:04  AM,14.709,0,,,,,
1794,05/19/22 02:58:34  AM,14.709,0,,,,,
1795,05/19/22 02:59:04  AM,14.709,0,,,,,
1796,05/19/22 02:59:34  AM,14.709,0,,,,,
1797,05/19/22 03:00:04  AM,14.709,0,,,,,
1798,05/19/22 03:00:34  AM,14.613,0,,,,,
1799,05/19/22 03:01:04  AM,14.613,0,,,,,
1800,05/19/22 03:01:34  AM,14.613,0,,,,,
1801,05/19/22 03:02:04  AM,14.613,0,,,,,
1802,05/19/22 03:02:34  AM,14.613,0,,,,,
1803,05/19/22 03:03:04  AM,14.613,0,,,,,
1804,05/19/22 03:03:34  AM,14.613,0,,,,,
1805,05/19/22 03:04:04  AM,14.613,0,,,,,
1806,05/19/22 03:04:34  AM,14.613,0,,,,,
1807,05/19/22 03:05:04  AM,14.613,0,,,,,
1808,05/19/22 03:05:34  AM,14.613,0,,,,,
1809,05/19/22 03:06:04  AM,14.613,0,,,,,
1810,05/19/22 03:06:34  AM,14.613,0,,,,,
1811,05/19/22 03:07:04  AM,14.613,0,,,,,
1812,05/19/22 03:07:34  AM,14.613,0,,,,,
1813,05/19/22 03:08:04  AM,14.613,0,,,,,
1814,05/19/22 03:08:34  AM,14.613,0,,,,,
1815,05/19/22 03:09:04  AM,14.613,0,,,,,
1816,05/19/22 03:09:34  AM,14.613,0,,,,,
1817,05/19/22 03:10:04  AM,14.613,0,,,,,
1818,05/19/22 03:10:34  AM,14.517,0,,,,,
1819,05/19/22 03:11:04  AM,14.517,0,,,,,
1820,05/19/22 03:11:34  AM,14.517,0,,,,,
1821,05/19/22 03:12:04  AM,14.517,0,,,,,
1822,05/19/22 03:12:34  AM,14.517,0,,,,,
1823,05/19/22 03:13:04  AM,14.517,0,,,,,
1824,05/19/22 03:13:34  AM,14.517,0,,,,,
1825,05/19/22 03:14:04  AM,14.517,0,,,,,
1826,05/19/22 03:14:34  AM,14.517,0,,,,,
1827,05/19/22 03:15:04  AM,14.517,0,,,,,
1828,05/19/22 03:15:34  AM,14.517,0,,,,,
1829,05/19/22 03:16:04  AM,14.517,0,,,,,
1830,05/19/22 03:16:34  AM,14.517,0,,,,,
1831,05/19/22 03:17:04  AM,14.517,0,,,,,
1832,05/19/22 03:17:34  AM,14.517,0,,,,,
1833,05/19/22 03:18:04  AM,14.517,0,,,,,
1834,05/19/22 03:18:34  AM,14.517,0,,,,,
1835,05/19/22 03:19:04  AM,14.517,0,,,,,
