"","Pond","temp","O2mg","O2sat","date","hour","jdate"
"4595","DW1",20.949,0.101,1.131845,2025-08-24 17:37:00,17,236
"4596","DW1",20.949,0.101,1.131845,2025-08-24 17:47:00,17,236
"4597","DW1",20.949,0.101,1.131845,2025-08-24 17:57:00,17,236
"4598","DW1",20.982,0.101,1.132576,2025-08-24 18:07:00,18,236
"4599","DW1",20.99,0.101,1.132753,2025-08-24 18:17:00,18,236
"4600","DW1",20.999,0.101,1.132953,2025-08-24 18:27:00,18,236
"4601","DW1",21.024,0.101,1.133507,2025-08-24 18:37:00,18,236
"4602","DW1",21.024,0.101,1.133507,2025-08-24 18:47:00,18,236
"4603","DW1",21.016,0.1,1.122109,2025-08-24 18:57:00,18,236
"4604","DW1",21.041,0.1,1.122657,2025-08-24 19:07:00,19,236
"4605","DW1",21.032,0.1,1.12246,2025-08-24 19:17:00,19,236
"4606","DW1",21.066,0.1,1.123206,2025-08-24 19:27:00,19,236
"4607","DW1",21.041,0.101,1.133884,2025-08-24 19:37:00,19,236
"4608","DW1",21.049,0.1,1.122833,2025-08-24 19:47:00,19,236
"4609","DW1",21.074,0.101,1.134615,2025-08-24 19:57:00,19,236
"4610","DW1",21.083,0.1,1.123579,2025-08-24 20:07:00,20,236
"4611","DW1",21.066,0.101,1.134438,2025-08-24 20:17:00,20,236
"4612","DW1",21.099,0.1,1.12393,2025-08-24 20:27:00,20,236
"4613","DW1",21.124,0.1,1.124479,2025-08-24 20:37:00,20,236
"4614","DW1",21.099,0.101,1.135169,2025-08-24 20:47:00,20,236
"4615","DW1",21.124,0.1,1.124479,2025-08-24 20:57:00,20,236
"4616","DW1",21.108,0.101,1.135369,2025-08-24 21:07:00,21,236
"4617","DW1",21.116,0.101,1.135546,2025-08-24 21:17:00,21,236
"4618","DW1",21.133,0.101,1.135923,2025-08-24 21:27:00,21,236
"4619","DW1",21.108,0.101,1.135369,2025-08-24 21:37:00,21,236
"4620","DW1",21.141,0.1,1.124852,2025-08-24 21:47:00,21,236
"4621","DW1",21.149,0.1,1.125027,2025-08-24 21:57:00,21,236
"4622","DW1",21.158,0.1,1.125225,2025-08-24 22:07:00,22,236
"4623","DW1",21.175,0.1,1.125598,2025-08-24 22:17:00,22,236
"4624","DW1",21.2,0.1,1.126147,2025-08-24 22:27:00,22,236
"4625","DW1",21.191,0.1,1.12595,2025-08-24 22:37:00,22,236
"4626","DW1",21.191,0.1,1.12595,2025-08-24 22:47:00,22,236
"4627","DW1",21.233,0.1,1.126872,2025-08-24 22:57:00,22,236
"4628","DW1",21.216,0.1,1.126498,2025-08-24 23:07:00,23,236
"4629","DW1",21.233,0.1,1.126872,2025-08-24 23:17:00,23,236
"4630","DW1",21.275,0.1,1.127794,2025-08-24 23:27:00,23,236
"4631","DW1",21.241,0.1,1.127047,2025-08-24 23:37:00,23,236
"4632","DW1",21.225,0.1,1.126696,2025-08-24 23:47:00,23,236
"4633","DW1",21.191,0.1,1.12595,2025-08-24 23:57:00,23,236
"4634","DW1",21.175,0.1,1.125598,2025-08-25 00:07:00,0,237
"4635","DW1",21.149,0.1,1.125027,2025-08-25 00:17:00,0,237
"4636","DW1",21.108,0.1,1.124127,2025-08-25 00:27:00,0,237
"4637","DW1",21.083,0.1,1.123579,2025-08-25 00:37:00,0,237
"4638","DW1",21.057,0.101,1.134238,2025-08-25 00:47:00,0,237
"4639","DW1",21.032,0.101,1.133684,2025-08-25 00:57:00,0,237
"4640","DW1",21.007,0.101,1.13313,2025-08-25 01:07:00,1,237
"4641","DW1",21.007,0.101,1.13313,2025-08-25 01:17:00,1,237
"4642","DW1",20.965,0.101,1.1322,2025-08-25 01:27:00,1,237
"4643","DW1",20.94,0.101,1.131646,2025-08-25 01:37:00,1,237
"4644","DW1",20.915,0.102,1.142291,2025-08-25 01:47:00,1,237
"4645","DW1",20.865,0.102,1.141172,2025-08-25 01:57:00,1,237
"4646","DW1",20.848,0.102,1.140792,2025-08-25 02:07:00,2,237
"4647","DW1",20.84,0.101,1.129431,2025-08-25 02:17:00,2,237
"4648","DW1",20.798,0.102,1.139674,2025-08-25 02:27:00,2,237
"4649","DW1",20.773,0.102,1.139115,2025-08-25 02:37:00,2,237
"4650","DW1",20.781,0.102,1.139294,2025-08-25 02:47:00,2,237
"4651","DW1",20.764,0.102,1.138914,2025-08-25 02:57:00,2,237
"4652","DW1",20.714,0.103,1.148951,2025-08-25 03:07:00,3,237
"4653","DW1",20.714,0.103,1.148951,2025-08-25 03:17:00,3,237
"4654","DW1",20.681,0.103,1.148206,2025-08-25 03:27:00,3,237
"4655","DW1",20.656,0.102,1.1365,2025-08-25 03:37:00,3,237
"4656","DW1",20.622,0.103,1.146875,2025-08-25 03:47:00,3,237
"4657","DW1",20.589,0.103,1.14613,2025-08-25 03:57:00,3,237
"4658","DW1",20.564,0.103,1.145566,2025-08-25 04:07:00,4,237
"4659","DW1",20.58,0.103,1.145927,2025-08-25 04:17:00,4,237
"4660","DW1",20.538,0.103,1.144979,2025-08-25 04:27:00,4,237
"4661","DW1",20.505,0.103,1.144235,2025-08-25 04:37:00,4,237
"4662","DW1",20.488,0.103,1.143852,2025-08-25 04:47:00,4,237
"4663","DW1",20.463,0.103,1.143288,2025-08-25 04:57:00,4,237
"4664","DW1",20.446,0.104,1.154001,2025-08-25 05:07:00,5,237
"4665","DW1",20.421,0.104,1.153432,2025-08-25 05:17:00,5,237
"4666","DW1",20.421,0.104,1.153432,2025-08-25 05:27:00,5,237
"4667","DW1",20.354,0.104,1.151906,2025-08-25 05:37:00,5,237
"4668","DW1",20.346,0.104,1.151724,2025-08-25 05:47:00,5,237
"4669","DW1",20.321,0.104,1.151155,2025-08-25 05:57:00,5,237
"4670","DW1",20.296,0.105,1.16165,2025-08-25 06:07:00,6,237
"4671","DW1",20.237,0.104,1.149244,2025-08-25 06:17:00,6,237
"4672","DW1",20.229,0.105,1.160111,2025-08-25 06:27:00,6,237
"4673","DW1",20.22,0.105,1.159904,2025-08-25 06:37:00,6,237
"4674","DW1",20.212,0.105,1.15972,2025-08-25 06:47:00,6,237
"4675","DW1",20.187,0.105,1.159146,2025-08-25 06:57:00,6,237
"4676","DW1",20.162,0.105,1.158572,2025-08-25 07:07:00,7,237
"4677","DW1",20.145,0.105,1.158182,2025-08-25 07:17:00,7,237
"4678","DW1",20.12,0.105,1.157608,2025-08-25 07:27:00,7,237
"4679","DW1",20.086,0.105,1.156828,2025-08-25 07:37:00,7,237
"4680","DW1",20.069,0.105,1.156437,2025-08-25 07:47:00,7,237
"4681","DW1",20.044,0.106,1.166872,2025-08-25 07:57:00,7,237
"4682","DW1",20.019,0.105,1.15529,2025-08-25 08:07:00,8,237
"4683","DW1",20.002,0.106,1.165899,2025-08-25 08:17:00,8,237
"4684","DW1",20.002,0.106,1.165899,2025-08-25 08:27:00,8,237
"4685","DW1",19.986,0.106,1.165528,2025-08-25 08:37:00,8,237
"4686","DW1",19.96,0.106,1.164926,2025-08-25 08:47:00,8,237
"4687","DW1",19.96,0.106,1.164926,2025-08-25 08:57:00,8,237
"4688","DW1",19.935,0.106,1.164347,2025-08-25 09:07:00,9,237
"4689","DW1",19.935,0.106,1.164347,2025-08-25 09:17:00,9,237
"4690","DW1",19.927,0.106,1.164162,2025-08-25 09:27:00,9,237
"4691","DW1",19.91,0.106,1.163768,2025-08-25 09:37:00,9,237
"4692","DW1",19.935,0.106,1.164347,2025-08-25 09:47:00,9,237
"4693","DW1",19.935,0.106,1.164347,2025-08-25 09:57:00,9,237
"4694","DW1",19.927,0.106,1.164162,2025-08-25 10:07:00,10,237
"4695","DW1",19.919,0.106,1.163976,2025-08-25 10:17:00,10,237
"4696","DW1",19.935,0.106,1.164347,2025-08-25 10:27:00,10,237
"4697","DW1",19.919,0.106,1.163976,2025-08-25 10:37:00,10,237
"4698","DW1",19.927,0.106,1.164162,2025-08-25 10:47:00,10,237
"4699","DW1",19.927,0.106,1.164162,2025-08-25 10:57:00,10,237
"4700","DW1",19.927,0.106,1.164162,2025-08-25 11:07:00,11,237
"4701","DW1",19.944,0.105,1.153569,2025-08-25 11:17:00,11,237
"4702","DW1",19.935,0.106,1.164347,2025-08-25 11:27:00,11,237
"4703","DW1",19.935,0.106,1.164347,2025-08-25 11:37:00,11,237
"4704","DW1",19.944,0.106,1.164555,2025-08-25 11:47:00,11,237
"4705","DW1",19.952,0.106,1.164741,2025-08-25 11:57:00,11,237
"4706","DW1",19.952,0.106,1.164741,2025-08-25 12:07:00,12,237
"4707","DW1",19.96,0.106,1.164926,2025-08-25 12:17:00,12,237
"4708","DW1",19.952,0.106,1.164741,2025-08-25 12:27:00,12,237
"4709","DW1",19.96,0.106,1.164926,2025-08-25 12:37:00,12,237
"4710","DW1",19.96,0.106,1.164926,2025-08-25 12:47:00,12,237
"4711","DW1",19.977,0.106,1.16532,2025-08-25 12:57:00,12,237
"4712","DW1",19.969,0.105,1.154142,2025-08-25 13:07:00,13,237
"4713","DW1",19.977,0.106,1.16532,2025-08-25 13:17:00,13,237
"4714","DW1",20.002,0.105,1.1549,2025-08-25 13:27:00,13,237
"4715","DW1",20.002,0.106,1.165899,2025-08-25 13:37:00,13,237
"4716","DW1",20.011,0.105,1.155106,2025-08-25 13:47:00,13,237
"4717","DW1",20.011,0.105,1.155106,2025-08-25 13:57:00,13,237
"4718","DW1",20.019,0.106,1.166293,2025-08-25 14:07:00,14,237
"4719","DW1",20.028,0.106,1.166501,2025-08-25 14:17:00,14,237
"4720","DW1",20.019,0.106,1.166293,2025-08-25 14:27:00,14,237
"4721","DW1",20.044,0.106,1.166872,2025-08-25 14:37:00,14,237
"4722","DW1",20.044,0.105,1.155864,2025-08-25 14:47:00,14,237
"4723","DW1",20.069,0.106,1.167451,2025-08-25 14:57:00,14,237
"4724","DW1",20.078,0.105,1.156644,2025-08-25 15:07:00,15,237
"4725","DW1",20.086,0.105,1.156828,2025-08-25 15:17:00,15,237
"4726","DW1",20.086,0.105,1.156828,2025-08-25 15:27:00,15,237
"4727","DW1",20.103,0.105,1.157218,2025-08-25 15:37:00,15,237
"4728","DW1",20.111,0.105,1.157401,2025-08-25 15:47:00,15,237
"4729","DW1",20.128,0.105,1.157792,2025-08-25 15:57:00,15,237
"4730","DW1",20.145,0.105,1.158182,2025-08-25 16:07:00,16,237
"4731","DW1",20.128,0.105,1.157792,2025-08-25 16:17:00,16,237
"4732","DW1",20.145,0.105,1.158182,2025-08-25 16:27:00,16,237
"4733","DW1",20.162,0.105,1.158572,2025-08-25 16:37:00,16,237
"4734","DW1",20.162,0.105,1.158572,2025-08-25 16:47:00,16,237
"4735","DW1",20.17,0.105,1.158756,2025-08-25 16:57:00,16,237
"4736","DW1",20.17,0.105,1.158756,2025-08-25 17:07:00,17,237
"4737","DW1",20.195,0.104,1.148289,2025-08-25 17:17:00,17,237
"4738","DW1",20.22,0.105,1.159904,2025-08-25 17:27:00,17,237
"4739","DW1",20.22,0.104,1.148857,2025-08-25 17:37:00,17,237
"4740","DW1",20.229,0.105,1.160111,2025-08-25 17:47:00,17,237
"4741","DW1",20.237,0.105,1.160295,2025-08-25 17:57:00,17,237
"4742","DW1",20.254,0.104,1.149631,2025-08-25 18:07:00,18,237
"4743","DW1",20.262,0.104,1.149813,2025-08-25 18:17:00,18,237
"4744","DW1",20.262,0.104,1.149813,2025-08-25 18:27:00,18,237
"4745","DW1",20.279,0.104,1.1502,2025-08-25 18:37:00,18,237
"4746","DW1",20.279,0.104,1.1502,2025-08-25 18:47:00,18,237
"4747","DW1",20.304,0.104,1.150769,2025-08-25 18:57:00,18,237
"4748","DW1",20.312,0.104,1.150951,2025-08-25 19:07:00,19,237
"4749","DW1",20.321,0.104,1.151155,2025-08-25 19:17:00,19,237
"4750","DW1",20.321,0.104,1.151155,2025-08-25 19:27:00,19,237
"4751","DW1",20.354,0.104,1.151906,2025-08-25 19:37:00,19,237
"4752","DW1",20.354,0.104,1.151906,2025-08-25 19:47:00,19,237
"4753","DW1",20.379,0.104,1.152475,2025-08-25 19:57:00,19,237
"4754","DW1",20.371,0.104,1.152293,2025-08-25 20:07:00,20,237
"4755","DW1",20.388,0.103,1.141597,2025-08-25 20:17:00,20,237
"4756","DW1",20.396,0.104,1.152862,2025-08-25 20:27:00,20,237
"4757","DW1",20.388,0.104,1.15268,2025-08-25 20:37:00,20,237
"4758","DW1",20.413,0.103,1.14216,2025-08-25 20:47:00,20,237
"4759","DW1",20.404,0.103,1.141958,2025-08-25 20:57:00,20,237
"4760","DW1",20.43,0.103,1.142544,2025-08-25 21:07:00,21,237
"4761","DW1",20.413,0.103,1.14216,2025-08-25 21:17:00,21,237
"4762","DW1",20.438,0.103,1.142724,2025-08-25 21:27:00,21,237
"4763","DW1",20.455,0.104,1.154206,2025-08-25 21:37:00,21,237
"4764","DW1",20.463,0.103,1.143288,2025-08-25 21:47:00,21,237
"4765","DW1",20.455,0.103,1.143107,2025-08-25 21:57:00,21,237
"4766","DW1",20.463,0.103,1.143288,2025-08-25 22:07:00,22,237
"4767","DW1",20.455,0.103,1.143107,2025-08-25 22:17:00,22,237
"4768","DW1",20.48,0.103,1.143671,2025-08-25 22:27:00,22,237
"4769","DW1",20.471,0.104,1.15457,2025-08-25 22:37:00,22,237
"4770","DW1",20.471,0.104,1.15457,2025-08-25 22:47:00,22,237
"4771","DW1",20.488,0.103,1.143852,2025-08-25 22:57:00,22,237
"4772","DW1",20.497,0.103,1.144055,2025-08-25 23:07:00,23,237
"4773","DW1",20.505,0.104,1.155344,2025-08-25 23:17:00,23,237
"4774","DW1",20.53,0.103,1.144799,2025-08-25 23:27:00,23,237
"4775","DW1",20.572,0.103,1.145746,2025-08-25 23:37:00,23,237
"4776","DW1",20.53,0.103,1.144799,2025-08-25 23:47:00,23,237
"4777","DW1",20.48,0.103,1.143671,2025-08-25 23:57:00,23,237
"4778","DW1",20.438,0.104,1.153819,2025-08-26 00:07:00,0,238
"4779","DW1",20.413,0.104,1.153249,2025-08-26 00:17:00,0,238
"4780","DW1",20.379,0.104,1.152475,2025-08-26 00:27:00,0,238
"4781","DW1",20.354,0.104,1.151906,2025-08-26 00:37:00,0,238
"4782","DW1",20.304,0.104,1.150769,2025-08-26 00:47:00,0,238
"4783","DW1",20.262,0.105,1.160869,2025-08-26 00:57:00,0,238
"4784","DW1",20.237,0.104,1.149244,2025-08-26 01:07:00,1,238
"4785","DW1",20.178,0.105,1.15894,2025-08-26 01:17:00,1,238
"4786","DW1",20.17,0.105,1.158756,2025-08-26 01:27:00,1,238
"4787","DW1",20.128,0.105,1.157792,2025-08-26 01:37:00,1,238
"4788","DW1",20.12,0.106,1.168633,2025-08-26 01:47:00,1,238
"4789","DW1",20.095,0.105,1.157034,2025-08-26 01:57:00,1,238
"4790","DW1",20.069,0.105,1.156437,2025-08-26 02:07:00,2,238
"4791","DW1",20.053,0.106,1.16708,2025-08-26 02:17:00,2,238
"4792","DW1",20.028,0.105,1.155496,2025-08-26 02:27:00,2,238
"4793","DW1",20.011,0.105,1.155106,2025-08-26 02:37:00,2,238
"4794","DW1",20.002,0.106,1.165899,2025-08-26 02:47:00,2,238
"4795","DW1",19.986,0.106,1.165528,2025-08-26 02:57:00,2,238
"4796","DW1",19.952,0.105,1.153752,2025-08-26 03:07:00,3,238
"4797","DW1",19.952,0.106,1.164741,2025-08-26 03:17:00,3,238
"4798","DW1",19.91,0.106,1.163768,2025-08-26 03:27:00,3,238
"4799","DW1",19.91,0.106,1.163768,2025-08-26 03:37:00,3,238
"4800","DW1",19.877,0.107,1.173976,2025-08-26 03:47:00,3,238
"4801","DW1",19.86,0.106,1.16261,2025-08-26 03:57:00,3,238
"4802","DW1",19.835,0.106,1.162031,2025-08-26 04:07:00,4,238
"4803","DW1",19.81,0.107,1.17241,2025-08-26 04:17:00,4,238
"4804","DW1",19.801,0.107,1.1722,2025-08-26 04:27:00,4,238
"4805","DW1",19.784,0.107,1.171802,2025-08-26 04:37:00,4,238
"4806","DW1",19.742,0.107,1.170821,2025-08-26 04:47:00,4,238
"4807","DW1",19.726,0.107,1.170447,2025-08-26 04:57:00,4,238
"4808","DW1",19.701,0.107,1.169863,2025-08-26 05:07:00,5,238
"4809","DW1",19.701,0.107,1.169863,2025-08-26 05:17:00,5,238
"4810","DW1",19.675,0.107,1.169256,2025-08-26 05:27:00,5,238
"4811","DW1",19.65,0.107,1.168672,2025-08-26 05:37:00,5,238
"4812","DW1",19.617,0.107,1.167902,2025-08-26 05:47:00,5,238
"4813","DW1",19.592,0.108,1.178228,2025-08-26 05:57:00,5,238
"4814","DW1",19.583,0.107,1.167108,2025-08-26 06:07:00,6,238
"4815","DW1",19.533,0.108,1.176838,2025-08-26 06:17:00,6,238
"4816","DW1",19.533,0.108,1.176838,2025-08-26 06:27:00,6,238
"4817","DW1",19.491,0.108,1.175848,2025-08-26 06:37:00,6,238
"4818","DW1",19.491,0.108,1.175848,2025-08-26 06:47:00,6,238
"4819","DW1",19.466,0.108,1.175259,2025-08-26 06:57:00,6,238
"4820","DW1",19.432,0.108,1.174459,2025-08-26 07:07:00,7,238
"4821","DW1",19.407,0.108,1.17387,2025-08-26 07:17:00,7,238
"4822","DW1",19.39,0.109,1.184335,2025-08-26 07:27:00,7,238
"4823","DW1",19.357,0.109,1.183551,2025-08-26 07:37:00,7,238
"4824","DW1",19.373,0.108,1.173069,2025-08-26 07:47:00,7,238
"4825","DW1",19.315,0.109,1.182553,2025-08-26 07:57:00,7,238
"4826","DW1",19.298,0.109,1.182149,2025-08-26 08:07:00,8,238
"4827","DW1",19.273,0.11,1.192395,2025-08-26 08:17:00,8,238
"4828","DW1",19.256,0.109,1.181152,2025-08-26 08:27:00,8,238
"4829","DW1",19.231,0.11,1.191389,2025-08-26 08:37:00,8,238
"4830","DW1",19.222,0.11,1.191173,2025-08-26 08:47:00,8,238
"4831","DW1",19.214,0.109,1.180154,2025-08-26 08:57:00,8,238
"4832","DW1",19.189,0.109,1.179561,2025-08-26 09:07:00,9,238
"4833","DW1",19.189,0.109,1.179561,2025-08-26 09:17:00,9,238
"4834","DW1",19.172,0.11,1.189975,2025-08-26 09:27:00,9,238
"4835","DW1",19.172,0.11,1.189975,2025-08-26 09:37:00,9,238
"4836","DW1",19.18,0.11,1.190167,2025-08-26 09:47:00,9,238
"4837","DW1",19.172,0.11,1.189975,2025-08-26 09:57:00,9,238
"4838","DW1",19.18,0.109,1.179347,2025-08-26 10:07:00,10,238
"4839","DW1",19.163,0.11,1.189759,2025-08-26 10:17:00,10,238
"4840","DW1",19.18,0.11,1.190167,2025-08-26 10:27:00,10,238
"4841","DW1",19.163,0.109,1.178943,2025-08-26 10:37:00,10,238
"4842","DW1",19.172,0.11,1.189975,2025-08-26 10:47:00,10,238
"4843","DW1",19.172,0.11,1.189975,2025-08-26 10:57:00,10,238
"4844","DW1",19.197,0.109,1.179751,2025-08-26 11:07:00,11,238
"4845","DW1",19.18,0.109,1.179347,2025-08-26 11:17:00,11,238
"4846","DW1",19.18,0.11,1.190167,2025-08-26 11:27:00,11,238
"4847","DW1",19.189,0.11,1.190382,2025-08-26 11:37:00,11,238
"4848","DW1",19.205,0.11,1.190766,2025-08-26 11:47:00,11,238
"4849","DW1",19.197,0.109,1.179751,2025-08-26 11:57:00,11,238
"4850","DW1",19.205,0.109,1.179941,2025-08-26 12:07:00,12,238
"4851","DW1",19.197,0.109,1.179751,2025-08-26 12:17:00,12,238
"4852","DW1",19.205,0.11,1.190766,2025-08-26 12:27:00,12,238
"4853","DW1",19.197,0.109,1.179751,2025-08-26 12:37:00,12,238
"4854","DW1",19.222,0.109,1.180344,2025-08-26 12:47:00,12,238
"4855","DW1",19.205,0.11,1.190766,2025-08-26 12:57:00,12,238
"4856","DW1",19.222,0.11,1.191173,2025-08-26 13:07:00,13,238
"4857","DW1",19.214,0.109,1.180154,2025-08-26 13:17:00,13,238
"4858","DW1",19.222,0.11,1.191173,2025-08-26 13:27:00,13,238
"4859","DW1",19.231,0.109,1.180558,2025-08-26 13:37:00,13,238
"4860","DW1",19.239,0.109,1.180748,2025-08-26 13:47:00,13,238
"4861","DW1",19.247,0.109,1.180938,2025-08-26 13:57:00,13,238
"4862","DW1",19.264,0.109,1.181342,2025-08-26 14:07:00,14,238
"4863","DW1",19.239,0.109,1.180748,2025-08-26 14:17:00,14,238
"4864","DW1",19.256,0.109,1.181152,2025-08-26 14:27:00,14,238
"4865","DW1",19.264,0.109,1.181342,2025-08-26 14:37:00,14,238
"4866","DW1",19.264,0.109,1.181342,2025-08-26 14:47:00,14,238
"4867","DW1",19.289,0.109,1.181936,2025-08-26 14:57:00,14,238
"4868","DW1",19.298,0.109,1.182149,2025-08-26 15:07:00,15,238
"4869","DW1",19.289,0.109,1.181936,2025-08-26 15:17:00,15,238
"4870","DW1",19.315,0.109,1.182553,2025-08-26 15:27:00,15,238
"4871","DW1",19.323,0.109,1.182743,2025-08-26 15:37:00,15,238
"4872","DW1",19.34,0.109,1.183147,2025-08-26 15:47:00,15,238
"4873","DW1",19.357,0.109,1.183551,2025-08-26 15:57:00,15,238
"4874","DW1",19.357,0.109,1.183551,2025-08-26 16:07:00,16,238
"4875","DW1",19.373,0.109,1.183931,2025-08-26 16:17:00,16,238
"4876","DW1",19.365,0.109,1.183741,2025-08-26 16:27:00,16,238
"4877","DW1",19.399,0.109,1.184549,2025-08-26 16:37:00,16,238
"4878","DW1",19.39,0.109,1.184335,2025-08-26 16:47:00,16,238
"4879","DW1",19.39,0.109,1.184335,2025-08-26 16:57:00,16,238
"4880","DW1",19.399,0.109,1.184549,2025-08-26 17:07:00,17,238
"4881","DW1",19.415,0.108,1.174058,2025-08-26 17:17:00,17,238
"4882","DW1",19.415,0.109,1.184929,2025-08-26 17:27:00,17,238
"4883","DW1",19.432,0.109,1.185333,2025-08-26 17:37:00,17,238
"4884","DW1",19.466,0.108,1.175259,2025-08-26 17:47:00,17,238
"4885","DW1",19.466,0.108,1.175259,2025-08-26 17:57:00,17,238
"4886","DW1",19.466,0.108,1.175259,2025-08-26 18:07:00,18,238
"4887","DW1",19.491,0.109,1.186736,2025-08-26 18:17:00,18,238
"4888","DW1",19.499,0.107,1.165147,2025-08-26 18:27:00,18,238
"4889","DW1",19.491,0.108,1.175848,2025-08-26 18:37:00,18,238
"4890","DW1",19.508,0.108,1.176249,2025-08-26 18:47:00,18,238
"4891","DW1",19.524,0.108,1.176626,2025-08-26 18:57:00,18,238
"4892","DW1",19.533,0.107,1.165941,2025-08-26 19:07:00,19,238
"4893","DW1",19.541,0.108,1.177026,2025-08-26 19:17:00,19,238
"4894","DW1",19.55,0.108,1.177238,2025-08-26 19:27:00,19,238
"4895","DW1",19.541,0.108,1.177026,2025-08-26 19:37:00,19,238
"4896","DW1",19.575,0.108,1.177827,2025-08-26 19:47:00,19,238
"4897","DW1",19.583,0.107,1.167108,2025-08-26 19:57:00,19,238
"4898","DW1",19.575,0.108,1.177827,2025-08-26 20:07:00,20,238
"4899","DW1",19.583,0.108,1.178016,2025-08-26 20:17:00,20,238
"4900","DW1",19.583,0.108,1.178016,2025-08-26 20:27:00,20,238
"4901","DW1",19.608,0.107,1.167692,2025-08-26 20:37:00,20,238
"4902","DW1",19.6,0.107,1.167505,2025-08-26 20:47:00,20,238
"4903","DW1",19.625,0.107,1.168089,2025-08-26 20:57:00,20,238
"4904","DW1",19.633,0.107,1.168275,2025-08-26 21:07:00,21,238
"4905","DW1",19.633,0.107,1.168275,2025-08-26 21:17:00,21,238
"4906","DW1",19.633,0.108,1.179194,2025-08-26 21:27:00,21,238
"4907","DW1",19.642,0.108,1.179406,2025-08-26 21:37:00,21,238
"4908","DW1",19.659,0.108,1.179807,2025-08-26 21:47:00,21,238
"4909","DW1",19.667,0.107,1.169069,2025-08-26 21:57:00,21,238
"4910","DW1",19.659,0.108,1.179807,2025-08-26 22:07:00,22,238
"4911","DW1",19.675,0.107,1.169256,2025-08-26 22:17:00,22,238
"4912","DW1",19.667,0.107,1.169069,2025-08-26 22:27:00,22,238
"4913","DW1",19.692,0.107,1.169653,2025-08-26 22:37:00,22,238
"4914","DW1",19.684,0.107,1.169466,2025-08-26 22:47:00,22,238
"4915","DW1",19.701,0.107,1.169863,2025-08-26 22:57:00,22,238
"4916","DW1",19.692,0.107,1.169653,2025-08-26 23:07:00,23,238
"4917","DW1",19.701,0.107,1.169863,2025-08-26 23:17:00,23,238
"4918","DW1",19.759,0.107,1.171218,2025-08-26 23:27:00,23,238
"4919","DW1",19.768,0.107,1.171429,2025-08-26 23:37:00,23,238
"4920","DW1",19.751,0.107,1.171031,2025-08-26 23:47:00,23,238
"4921","DW1",19.717,0.107,1.170237,2025-08-26 23:57:00,23,238
"4922","DW1",19.684,0.108,1.180396,2025-08-27 00:07:00,0,239
"4923","DW1",19.633,0.107,1.168275,2025-08-27 00:17:00,0,239
"4924","DW1",19.583,0.108,1.178016,2025-08-27 00:27:00,0,239
"4925","DW1",19.575,0.107,1.166921,2025-08-27 00:37:00,0,239
"4926","DW1",19.541,0.108,1.177026,2025-08-27 00:47:00,0,239
"4927","DW1",19.499,0.108,1.176037,2025-08-27 00:57:00,0,239
"4928","DW1",19.466,0.109,1.186141,2025-08-27 01:07:00,1,239
"4929","DW1",19.432,0.109,1.185333,2025-08-27 01:17:00,1,239
"4930","DW1",19.399,0.108,1.173682,2025-08-27 01:27:00,1,239
"4931","DW1",19.39,0.109,1.184335,2025-08-27 01:37:00,1,239
"4932","DW1",19.357,0.109,1.183551,2025-08-27 01:47:00,1,239
"4933","DW1",19.34,0.109,1.183147,2025-08-27 01:57:00,1,239
"4934","DW1",19.306,0.109,1.182339,2025-08-27 02:07:00,2,239
"4935","DW1",19.281,0.11,1.192587,2025-08-27 02:17:00,2,239
"4936","DW1",19.264,0.109,1.181342,2025-08-27 02:27:00,2,239
"4937","DW1",19.247,0.109,1.180938,2025-08-27 02:37:00,2,239
"4938","DW1",19.222,0.11,1.191173,2025-08-27 02:47:00,2,239
"4939","DW1",19.205,0.11,1.190766,2025-08-27 02:57:00,2,239
"4940","DW1",19.18,0.11,1.190167,2025-08-27 03:07:00,3,239
"4941","DW1",19.147,0.109,1.178563,2025-08-27 03:17:00,3,239
"4942","DW1",19.155,0.11,1.189568,2025-08-27 03:27:00,3,239
"4943","DW1",19.121,0.11,1.188753,2025-08-27 03:37:00,3,239
"4944","DW1",19.096,0.11,1.188154,2025-08-27 03:47:00,3,239
"4945","DW1",19.088,0.11,1.187963,2025-08-27 03:57:00,3,239
"4946","DW1",19.054,0.11,1.187148,2025-08-27 04:07:00,4,239
"4947","DW1",19.046,0.111,1.197747,2025-08-27 04:17:00,4,239
"4948","DW1",19.012,0.11,1.186143,2025-08-27 04:27:00,4,239
"4949","DW1",19.021,0.11,1.186358,2025-08-27 04:37:00,4,239
"4950","DW1",19.004,0.11,1.185951,2025-08-27 04:47:00,4,239
"4951","DW1",18.995,0.111,1.196515,2025-08-27 04:57:00,4,239
"4952","DW1",18.953,0.111,1.1955,2025-08-27 05:07:00,5,239
"4953","DW1",18.953,0.111,1.1955,2025-08-27 05:17:00,5,239
"4954","DW1",18.928,0.111,1.194896,2025-08-27 05:27:00,5,239
"4955","DW1",18.895,0.111,1.194099,2025-08-27 05:37:00,5,239
"4956","DW1",18.895,0.111,1.194099,2025-08-27 05:47:00,5,239
"4957","DW1",18.878,0.111,1.193689,2025-08-27 05:57:00,5,239
"4958","DW1",18.861,0.112,1.204028,2025-08-27 06:07:00,6,239
"4959","DW1",18.861,0.112,1.204028,2025-08-27 06:17:00,6,239
"4960","DW1",18.836,0.112,1.203419,2025-08-27 06:27:00,6,239
"4961","DW1",18.836,0.111,1.192674,2025-08-27 06:37:00,6,239
