Experiment_Start,Experiment_End,Profile_name,Mean_Temp,Autocorrelation,Incubator,Offspring_Plant1,Offspring_Plant2,Offspring_Plant3,Duckweed_Rep1,Duckweed_Rep2,Duckweed_Rep3,Turionifera1,Turionifera2,Turionifera3,,,Duckweed_Notes,,,,,Notes
March 4/2022,March 9/2022,Simplelong15_095_7,15,0.95,2,,,,6,5,6,,,,,,,,,,,
March 4/2022,March 9/2022,Simplelong15_095rev_7,15,0.95,3,16,14,13,5,6,6,,,,,,,,,,,
March 4/2022,March 9/2022,Simplelong15_000_8,15,0,4,8,7,13,4,5,5,,,,,,,,,,,
March 4/2022,March 9/2022,Simplelong15_095_8,15,0.95,5,3,13,7,4,6,6,1 winged aphid,,,,,,,,,,
March 4/2022,March 9/2022,Simplelong15_095rev_8,15,0.95,6,0,0,0,6,5,5,,,,,,,,,,,
March 11/2022,March 16/2022,Simplelong15_095_9,15,0.95,2,26,23,32,6,6,6,,,,,,,,,,,
March 11/2022,March 16/2022,Simplelong15_095rev_9,15,0.95,3,12,17,10,5,6,6,,,,,,,,,,,
March 11/2022,March 16/2022,Simplelong15_000_9,15,0,4,7,9,10,6,6,6,,,,,,,,,,,
March 11/2022,March 16/2022,Simplelong40_6,40,constant,5,0,0,0,0,0,0,,,,,,,,,,,
March 11/2022,March 16/2022,Simplelong5_1,5,constant,6,0,0,0,4,5,5,,,,,,,,,,,
March 18/2022,March 23/2022,Simplelong15_095_10,15,0.95,2,,,,6,6,6,,,,,,,,,,,
March 18/2022,March 23/2022,Simplelong15_095rev_10,15,0.95,3,9,0,0,5,6,6,,,,,,,,,,,
March 18/2022,March 23/2022,Simplelong15_000_10,15,0,4,1,7,5,4,5,5,,,,,,,,,,,
March 18/2022,March 23/2022,Simplelong15_095_11,15,0.95,5,17,10,0,5,5,5,,,,,,,,,,,
March 18/2022,March 23/2022,Simplelong15_095rev_11,15,0.95,6,,,,6,6,3,,,,,,,,,,,
March 25/2022,March 30/2022,Simplelong15_000_12,15,0,2,,,,6,6,6,,,,,,,,,,,
March 25/2022,March 30/2022,Simplelong15_095_12,15,0.95,3,,,,6,6,6,,,,,,,,,,,
March 25/2022,March 30/2022,Simplelong15_095rev_12,15,0.95,4,,,,4,4,5,,,,,,,,,,,
March 25/2022,March 30/2022,Simplelong5_1,5,constant,5,,,,4,5,4,,,,,,,,,,,
March 25/2022,March 30/2022,Simplelong15_000_11,15,0,6,6,10,18,6,6,6,,,,,,,,,,,
April 1/2022,April 6/2022,Simplelong15_000_12,15,0,2,0,0,0,7,6,4,,,,,,,,,,,
April 1/2022,April 6/2022,Simplelong15_095_12,15,0.95,3,16,18,17,7,7,6,,,,,,,,,,,
April 1/2022,April 6/2022,Simplelong15_095rev_12,15,0.95,4,10,17,0,5,5,5,,,,,,,,,,,
April 1/2022,April 6/2022,Simplelong15_000_11,15,0,5,0,0,19,5,6,5,,,,,,,,,,,
April 1/2022,April 6/2022,Simplelong15_095_13,15,0.95,6,0,0,0,4,5,5,,,,,,,,,,,
April 8/2022,April 13/2022,Simplelong15_095rev_13,15,0.95,2,0,6,9,6,8,7,,,,,,,,,,,
April 8/2022,April 13/2022,Simplelong15_000_13,15,0,3,12,10,3,6,6,7,,,,,,,,,,,
April 8/2022,April 13/2022,Simplelong15_000_14,15,0,4,13,14,0,7,6,6,,,,,,,,,,,
April 8/2022,April 13/2022,Simplelong15_095_14,15,0.95,5,11,9,10,8,7,7,,,,,,,,,,,
April 8/2022,April 13/2022,Simplelong15_095rev_14,15,0.95,6,0,0,9,6,7,7,,,,,,,,,,,
April 15/2022,April 20/2022,Simplelong15_000_15,15,0,2,6,7,5,6,6,6,,,,,,,,,,,
April 15/2022,April 20/2022,Simplelong15_095_15,15,0.95,3,12,12,17,7,7,6,,,,,,,,,,,
April 15/2022,April 20/2022,Simplelong15_095rev_15,15,0.95,4,0,7,13,5,6,6,,,,,,,,,,,
April 15/2022,April 20/2022,Simplelong15_095_16,15,0.95,5,17,8,0,6,5,7,,,,,,,,,,,
April 15/2022,April 20/2022,Simplelong15_095rev_16,15,0.95,6,0,17,13,6,7,7,,,,,,,,,,,
