"Plot Title: 5"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10316940, SEN S/N: 10316940)","Intensity, Lux (LGR S/N: 10316940, SEN S/N: 10316940)","Coupler Detached (LGR S/N: 10316940)","Coupler Attached (LGR S/N: 10316940)","Host Connected (LGR S/N: 10316940)","End Of File (LGR S/N: 10316940)"
464,07/12/25 07:34:13  PM,31.166,1141.0,,,,
465,07/12/25 08:34:13  PM,29.953,258.3,,,,
466,07/12/25 09:34:13  PM,29.452,0.0,,,,
467,07/12/25 10:34:13  PM,29.752,0.0,,,,
468,07/12/25 11:34:13  PM,29.552,0.0,,,,
469,07/13/25 12:34:13  AM,29.152,0.0,,,,
470,07/13/25 01:34:13  AM,27.961,0.0,,,,
471,07/13/25 02:34:13  AM,26.390,0.0,,,,
472,07/13/25 03:34:13  AM,25.416,0.0,,,,
473,07/13/25 04:34:13  AM,24.931,0.0,,,,
474,07/13/25 05:34:13  AM,25.319,0.0,,,,
475,07/13/25 06:34:13  AM,26.585,376.7,,,,
476,07/13/25 07:34:13  AM,27.370,312.2,,,,
477,07/13/25 08:34:13  AM,27.862,1151.7,,,,
478,07/13/25 09:34:13  AM,28.953,3616.7,,,,
479,07/13/25 10:34:13  AM,29.853,3616.7,,,,
480,07/13/25 11:34:13  AM,30.963,8611.2,,,,
481,07/13/25 12:34:13  PM,32.188,10677.8,,,,
482,07/13/25 01:34:13  PM,34.585,11711.2,,,,
483,07/13/25 02:34:13  PM,35.435,9300.1,,,,
484,07/13/25 03:34:13  PM,35.435,13089.0,,,,
485,07/13/25 04:34:13  PM,36.403,8611.2,,,,
486,07/13/25 05:34:13  PM,34.796,4994.5,,,,
487,07/13/25 06:34:13  PM,32.086,1194.8,,,,
488,07/13/25 07:34:13  PM,29.752,613.5,,,,
489,07/13/25 08:34:13  PM,27.961,183.0,,,,
490,07/13/25 09:34:13  PM,27.075,0.0,,,,
491,07/13/25 10:34:13  PM,27.567,0.0,,,,
492,07/13/25 11:34:13  PM,27.665,0.0,,,,
493,07/14/25 12:34:13  AM,26.488,0.0,,,,
494,07/14/25 01:34:13  AM,25.028,0.0,,,,
495,07/14/25 02:34:13  AM,24.158,0.0,,,,
496,07/14/25 03:34:13  AM,23.773,0.0,,,,
497,07/14/25 04:34:13  AM,23.388,0.0,,,,
498,07/14/25 05:34:13  AM,23.966,0.0,,,,
499,07/14/25 06:34:13  AM,25.222,279.9,,,,
500,07/14/25 07:34:13  AM,26.000,1324.0,,,,
501,07/14/25 08:34:13  AM,27.468,2927.8,,,,
502,07/14/25 09:34:13  AM,29.652,5511.1,,,,
503,07/14/25 10:34:13  AM,30.760,7577.8,,,,
504,07/14/25 11:34:13  AM,32.704,5511.1,,,,
505,07/14/25 12:34:13  PM,33.743,9300.1,,,,
506,07/14/25 01:34:13  PM,34.585,9644.5,,,,
507,07/14/25 02:34:13  PM,36.511,12400.1,,,,
508,07/14/25 03:34:13  PM,20.615,139.9,,,,
509,07/14/25 04:34:13  PM,19.662,139.9,,,,
510,07/14/25 05:34:13  PM,19.853,129.2,,,,
511,07/14/25 06:34:13  PM,20.805,107.6,,,,
512,07/14/25 07:34:13  PM,20.996,96.9,,,,
513,07/14/25 08:34:13  PM,21.187,32.3,,,,
514,07/14/25 09:34:13  PM,21.282,10.8,,,,
515,07/14/25 10:34:13  PM,21.187,0.0,,,,
516,07/14/25 11:34:13  PM,21.187,0.0,,,,
517,07/15/25 12:34:13  AM,21.187,0.0,,,,
518,07/15/25 01:34:13  AM,21.091,0.0,,,,
519,07/15/25 02:34:13  AM,20.901,0.0,,,,
520,07/15/25 03:34:13  AM,20.901,0.0,,,,
521,07/15/25 04:34:13  AM,20.710,0.0,,,,
522,07/15/25 05:34:13  AM,20.519,0.0,,,,
523,07/15/25 06:34:13  AM,20.424,0.0,,,,
524,07/15/25 07:34:13  AM,20.424,0.0,,,,
525,07/15/25 08:34:13  AM,20.424,43.1,,,,
526,07/15/25 09:34:13  AM,20.424,86.1,,,,
527,07/15/25 10:34:13  AM,20.424,118.4,,,,
528,07/15/25 11:34:13  AM,20.519,118.4,,,,
529,07/15/25 12:34:13  PM,20.519,107.6,,,,
530,07/15/25 01:34:13  PM,20.519,86.1,,,,
531,07/15/25 02:34:13  PM,20.424,75.3,,,,
532,07/15/25 03:34:13  PM,20.615,75.3,,,,
533,07/15/25 04:34:13  PM,20.710,64.6,,,,
534,07/15/25 05:34:13  PM,20.805,193.8,,,,
535,07/15/25 06:34:13  PM,20.996,226.0,,,,
536,07/15/25 07:34:13  PM,21.187,236.8,,,,
537,07/15/25 08:34:13  PM,21.378,0.0,,,,
538,07/15/25 09:34:13  PM,21.187,0.0,,,,
539,07/15/25 10:34:13  PM,21.187,0.0,,,,
540,07/15/25 11:34:13  PM,21.187,0.0,,,,
541,07/16/25 12:34:13  AM,21.187,0.0,,,,
542,07/16/25 01:34:13  AM,21.091,0.0,,,,
543,07/16/25 02:34:13  AM,21.091,0.0,,,,
544,07/16/25 03:34:13  AM,20.996,0.0,,,,
545,07/16/25 04:34:13  AM,20.901,0.0,,,,
546,07/16/25 05:34:13  AM,20.710,0.0,,,,
547,07/16/25 06:34:13  AM,20.615,0.0,,,,
548,07/16/25 07:34:13  AM,20.615,0.0,,,,
549,07/16/25 08:34:13  AM,20.615,43.1,,,,
550,07/16/25 09:34:13  AM,20.710,86.1,,,,
551,07/16/25 10:34:13  AM,20.615,107.6,,,,
552,07/16/25 11:34:13  AM,20.615,118.4,,,,
553,07/16/25 12:34:13  PM,20.710,96.9,,,,
554,07/16/25 01:34:13  PM,20.901,172.2,,,,
555,07/16/25 02:34:13  PM,21.091,107.6,,,,
556,07/16/25 03:34:13  PM,21.378,43.1,,,,
557,07/16/25 04:34:13  PM,21.760,21.5,,,,
558,07/16/25 05:34:13  PM,21.569,21.5,,,,
559,07/16/25 06:34:13  PM,21.569,32.3,,,,
560,07/16/25 07:34:13  PM,21.760,150.7,,,,
561,07/16/25 08:34:13  PM,21.951,0.0,,,,
562,07/16/25 09:34:13  PM,21.855,0.0,,,,
563,07/16/25 10:34:13  PM,21.664,0.0,,,,
564,07/16/25 11:34:13  PM,21.473,0.0,,,,
565,07/17/25 12:34:13  AM,21.473,0.0,,,,
566,07/17/25 01:34:13  AM,21.378,0.0,,,,
567,07/17/25 02:34:13  AM,21.282,0.0,,,,
568,07/17/25 03:34:13  AM,21.282,0.0,,,,
569,07/17/25 04:34:13  AM,21.282,0.0,,,,
570,07/17/25 05:34:13  AM,21.282,0.0,,,,
571,07/17/25 06:34:13  AM,21.187,0.0,,,,
572,07/17/25 07:34:13  AM,21.378,0.0,,,,
573,07/17/25 08:34:13  AM,21.378,0.0,,,,
574,07/17/25 09:34:13  AM,21.282,0.0,,,,
575,07/17/25 10:34:13  AM,21.187,10.8,,,,
576,07/17/25 11:34:13  AM,21.282,43.1,,,,
577,07/17/25 12:34:13  PM,21.187,86.1,,,,
578,07/17/25 01:34:13  PM,21.091,86.1,,,,
579,07/17/25 02:34:13  PM,20.996,43.1,,,,
580,07/17/25 03:34:13  PM,21.091,43.1,,,,
581,07/17/25 04:34:13  PM,21.091,43.1,,,,
582,07/17/25 05:34:13  PM,20.996,10.8,,,,
583,07/17/25 06:34:13  PM,20.996,10.8,,,,
584,07/17/25 07:34:13  PM,20.901,10.8,,,,
585,07/17/25 08:34:13  PM,20.805,43.1,,,,
586,07/17/25 09:34:13  PM,20.710,0.0,,,,
587,07/17/25 10:34:13  PM,20.805,0.0,,,,
588,07/17/25 11:34:13  PM,20.805,0.0,,,,
589,07/18/25 12:34:13  AM,20.805,0.0,,,,
590,07/18/25 01:34:13  AM,20.710,107.6,,,,
591,07/18/25 02:34:13  AM,20.615,0.0,,,,
592,07/18/25 03:34:13  AM,20.519,0.0,,,,
593,07/18/25 04:34:13  AM,20.424,0.0,,,,
594,07/18/25 05:34:13  AM,20.234,0.0,,,,
595,07/18/25 06:34:13  AM,20.043,0.0,,,,
596,07/18/25 07:34:13  AM,20.043,10.8,,,,
597,07/18/25 08:34:13  AM,20.043,64.6,,,,
598,07/18/25 09:34:13  AM,19.948,129.2,,,,
599,07/18/25 10:34:13  AM,20.043,0.0,,,,
600,07/18/25 10:49:55  AM,,,,Logged,Logged,Logged
