"Date","Time","Temperature","DateTime","Hour"
"2006-05-27","17:45:00",24.24,"2006-05-27 17:45:00","17:00:00"
"2006-05-27","18:00:00",23.98,"2006-05-27 18:00:00","18:00:00"
"2006-05-27","18:15:00",23.77,"2006-05-27 18:15:00","18:00:00"
"2006-05-27","18:30:00",23.61,"2006-05-27 18:30:00","18:00:00"
"2006-05-27","18:45:00",23.32,"2006-05-27 18:45:00","18:00:00"
"2006-05-27","19:00:00",23.16,"2006-05-27 19:00:00","19:00:00"
"2006-05-27","19:15:00",22.95,"2006-05-27 19:15:00","19:00:00"
"2006-05-27","19:30:00",22.01,"2006-05-27 19:30:00","19:00:00"
"2006-05-27","19:45:00",20.92,"2006-05-27 19:45:00","19:00:00"
"2006-05-27","20:00:00",19.97,"2006-05-27 20:00:00","20:00:00"
"2006-05-27","20:15:00",19.47,"2006-05-27 20:15:00","20:00:00"
"2006-05-27","20:30:00",19.02,"2006-05-27 20:30:00","20:00:00"
"2006-05-27","20:45:00",18.56,"2006-05-27 20:45:00","20:00:00"
"2006-05-27","21:00:00",18.21,"2006-05-27 21:00:00","21:00:00"
"2006-05-27","21:15:00",18.36,"2006-05-27 21:15:00","21:00:00"
"2006-05-27","21:30:00",18.46,"2006-05-27 21:30:00","21:00:00"
"2006-05-27","21:45:00",18.3,"2006-05-27 21:45:00","21:00:00"
"2006-05-27","22:00:00",18.15,"2006-05-27 22:00:00","22:00:00"
"2006-05-27","22:15:00",17.68,"2006-05-27 22:15:00","22:00:00"
"2006-05-27","22:30:00",17.16,"2006-05-27 22:30:00","22:00:00"
"2006-05-27","22:45:00",16.63,"2006-05-27 22:45:00","22:00:00"
"2006-05-27","23:00:00",16.34,"2006-05-27 23:00:00","23:00:00"
"2006-05-27","23:15:00",16.07,"2006-05-27 23:15:00","23:00:00"
"2006-05-27","23:30:00",16.09,"2006-05-27 23:30:00","23:00:00"
"2006-05-27","23:45:00",16.27,"2006-05-27 23:45:00","23:00:00"
"2006-05-27","24:00:00",15.74,"2006-05-28 00:00:00","00:00:00"
"2006-05-28","00:15:00",15.1,"2006-05-28 00:15:00","00:00:00"
"2006-05-28","00:30:00",15.21,"2006-05-28 00:30:00","00:00:00"
"2006-05-28","00:45:00",14.71,"2006-05-28 00:45:00","00:00:00"
"2006-05-28","01:00:00",14.45,"2006-05-28 01:00:00","01:00:00"
"2006-05-28","01:15:00",14.75,"2006-05-28 01:15:00","01:00:00"
"2006-05-28","01:30:00",14.15,"2006-05-28 01:30:00","01:00:00"
"2006-05-28","01:45:00",13.75,"2006-05-28 01:45:00","01:00:00"
"2006-05-28","02:00:00",13.75,"2006-05-28 02:00:00","02:00:00"
"2006-05-28","02:15:00",13.47,"2006-05-28 02:15:00","02:00:00"
"2006-05-28","02:30:00",13.08,"2006-05-28 02:30:00","02:00:00"
"2006-05-28","02:45:00",12.98,"2006-05-28 02:45:00","02:00:00"
"2006-05-28","03:00:00",13.19,"2006-05-28 03:00:00","03:00:00"
"2006-05-28","03:15:00",13.07,"2006-05-28 03:15:00","03:00:00"
"2006-05-28","03:30:00",12.51,"2006-05-28 03:30:00","03:00:00"
"2006-05-28","03:45:00",12.58,"2006-05-28 03:45:00","03:00:00"
"2006-05-28","04:00:00",12.66,"2006-05-28 04:00:00","04:00:00"
"2006-05-28","04:15:00",12.41,"2006-05-28 04:15:00","04:00:00"
"2006-05-28","04:30:00",12.34,"2006-05-28 04:30:00","04:00:00"
"2006-05-28","04:45:00",12.34,"2006-05-28 04:45:00","04:00:00"
"2006-05-28","05:00:00",11.79,"2006-05-28 05:00:00","05:00:00"
"2006-05-28","05:15:00",11.98,"2006-05-28 05:15:00","05:00:00"
"2006-05-28","05:30:00",12.43,"2006-05-28 05:30:00","05:00:00"
"2006-05-28","05:45:00",12.93,"2006-05-28 05:45:00","05:00:00"
"2006-05-28","06:00:00",13.26,"2006-05-28 06:00:00","06:00:00"
"2006-05-28","06:15:00",13.96,"2006-05-28 06:15:00","06:00:00"
"2006-05-28","06:30:00",14.39,"2006-05-28 06:30:00","06:00:00"
"2006-05-28","06:45:00",15,"2006-05-28 06:45:00","06:00:00"
"2006-05-28","07:00:00",15.72,"2006-05-28 07:00:00","07:00:00"
"2006-05-28","07:15:00",16.83,"2006-05-28 07:15:00","07:00:00"
"2006-05-28","07:30:00",18.46,"2006-05-28 07:30:00","07:00:00"
"2006-05-28","07:45:00",19.33,"2006-05-28 07:45:00","07:00:00"
"2006-05-28","08:00:00",20.56,"2006-05-28 08:00:00","08:00:00"
"2006-05-28","08:15:00",21.23,"2006-05-28 08:15:00","08:00:00"
"2006-05-28","08:30:00",21.44,"2006-05-28 08:30:00","08:00:00"
"2006-05-28","08:45:00",21.79,"2006-05-28 08:45:00","08:00:00"
"2006-05-28","09:00:00",22.34,"2006-05-28 09:00:00","09:00:00"
"2006-05-28","09:15:00",22.95,"2006-05-28 09:15:00","09:00:00"
"2006-05-28","09:30:00",23.42,"2006-05-28 09:30:00","09:00:00"
"2006-05-28","09:45:00",23.47,"2006-05-28 09:45:00","09:00:00"
"2006-05-28","10:00:00",23.64,"2006-05-28 10:00:00","10:00:00"
"2006-05-28","10:15:00",23.92,"2006-05-28 10:15:00","10:00:00"
"2006-05-28","10:30:00",24.34,"2006-05-28 10:30:00","10:00:00"
"2006-05-28","10:45:00",24.47,"2006-05-28 10:45:00","10:00:00"
"2006-05-28","11:00:00",24.56,"2006-05-28 11:00:00","11:00:00"
"2006-05-28","11:15:00",24.85,"2006-05-28 11:15:00","11:00:00"
"2006-05-28","11:30:00",25.3,"2006-05-28 11:30:00","11:00:00"
"2006-05-28","11:45:00",25.4,"2006-05-28 11:45:00","11:00:00"
"2006-05-28","12:00:00",25.32,"2006-05-28 12:00:00","12:00:00"
"2006-05-28","12:15:00",25.43,"2006-05-28 12:15:00","12:00:00"
"2006-05-28","12:30:00",25.45,"2006-05-28 12:30:00","12:00:00"
"2006-05-28","12:45:00",25.66,"2006-05-28 12:45:00","12:00:00"
"2006-05-28","13:00:00",26.03,"2006-05-28 13:00:00","13:00:00"
"2006-05-28","13:15:00",26.23,"2006-05-28 13:15:00","13:00:00"
"2006-05-28","13:30:00",26.38,"2006-05-28 13:30:00","13:00:00"
"2006-05-28","13:45:00",26.89,"2006-05-28 13:45:00","13:00:00"
"2006-05-28","14:00:00",27.14,"2006-05-28 14:00:00","14:00:00"
"2006-05-28","14:15:00",26.93,"2006-05-28 14:15:00","14:00:00"
"2006-05-28","14:30:00",27.3,"2006-05-28 14:30:00","14:00:00"
"2006-05-28","14:45:00",27.39,"2006-05-28 14:45:00","14:00:00"
"2006-05-28","15:00:00",27.37,"2006-05-28 15:00:00","15:00:00"
"2006-05-28","15:15:00",27.64,"2006-05-28 15:15:00","15:00:00"
"2006-05-28","15:30:00",27.53,"2006-05-28 15:30:00","15:00:00"
"2006-05-28","15:45:00",27.58,"2006-05-28 15:45:00","15:00:00"
"2006-05-28","16:00:00",27.28,"2006-05-28 16:00:00","16:00:00"
"2006-05-28","16:15:00",26.51,"2006-05-28 16:15:00","16:00:00"
"2006-05-28","16:30:00",26.23,"2006-05-28 16:30:00","16:00:00"
"2006-05-28","16:45:00",26.84,"2006-05-28 16:45:00","16:00:00"
"2006-05-28","17:00:00",26.88,"2006-05-28 17:00:00","17:00:00"
"2006-05-28","17:15:00",26.55,"2006-05-28 17:15:00","17:00:00"
"2006-05-28","17:30:00",26.33,"2006-05-28 17:30:00","17:00:00"
"2006-05-28","17:45:00",26,"2006-05-28 17:45:00","17:00:00"
"2006-05-28","18:00:00",25.94,"2006-05-28 18:00:00","18:00:00"
"2006-05-28","18:15:00",25.86,"2006-05-28 18:15:00","18:00:00"
"2006-05-28","18:30:00",25.66,"2006-05-28 18:30:00","18:00:00"
"2006-05-28","18:45:00",25.52,"2006-05-28 18:45:00","18:00:00"
"2006-05-28","19:00:00",25.43,"2006-05-28 19:00:00","19:00:00"
"2006-05-28","19:15:00",25.13,"2006-05-28 19:15:00","19:00:00"
"2006-05-28","19:30:00",24.72,"2006-05-28 19:30:00","19:00:00"
"2006-05-28","19:45:00",24.29,"2006-05-28 19:45:00","19:00:00"
"2006-05-28","20:00:00",23.91,"2006-05-28 20:00:00","20:00:00"
"2006-05-28","20:15:00",23.41,"2006-05-28 20:15:00","20:00:00"
"2006-05-28","20:30:00",23.11,"2006-05-28 20:30:00","20:00:00"
"2006-05-28","20:45:00",22.82,"2006-05-28 20:45:00","20:00:00"
"2006-05-28","21:00:00",22.71,"2006-05-28 21:00:00","21:00:00"
"2006-05-28","21:15:00",22.55,"2006-05-28 21:15:00","21:00:00"
"2006-05-28","21:30:00",22.76,"2006-05-28 21:30:00","21:00:00"
"2006-05-28","21:45:00",22.58,"2006-05-28 21:45:00","21:00:00"
"2006-05-28","22:00:00",22.25,"2006-05-28 22:00:00","22:00:00"
"2006-05-28","22:15:00",21.87,"2006-05-28 22:15:00","22:00:00"
"2006-05-28","22:30:00",21.63,"2006-05-28 22:30:00","22:00:00"
"2006-05-28","22:45:00",21.32,"2006-05-28 22:45:00","22:00:00"
"2006-05-28","23:00:00",21.29,"2006-05-28 23:00:00","23:00:00"
"2006-05-28","23:15:00",21.29,"2006-05-28 23:15:00","23:00:00"
"2006-05-28","23:30:00",21.41,"2006-05-28 23:30:00","23:00:00"
"2006-05-28","23:45:00",21.34,"2006-05-28 23:45:00","23:00:00"
"2006-05-28","24:00:00",21.28,"2006-05-29 00:00:00","00:00:00"
"2018-05-24","00:00:00",12.948,"2018-05-24 00:00:00","00:00:00"
"2018-05-24","00:15:00",12.36933,"2018-05-24 00:15:00","00:00:00"
"2018-05-24","00:30:00",12.09933,"2018-05-24 00:30:00","00:00:00"
"2018-05-24","00:45:00",11.822,"2018-05-24 00:45:00","00:00:00"
"2018-05-24","01:00:00",11.69667,"2018-05-24 01:00:00","01:00:00"
"2018-05-24","01:15:00",11.386,"2018-05-24 01:15:00","01:00:00"
"2018-05-24","01:30:00",11.02733,"2018-05-24 01:30:00","01:00:00"
"2018-05-24","01:45:00",10.996,"2018-05-24 01:45:00","01:00:00"
"2018-05-24","02:00:00",10.75467,"2018-05-24 02:00:00","02:00:00"
"2018-05-24","02:15:00",10.63133,"2018-05-24 02:15:00","02:00:00"
"2018-05-24","02:30:00",10.446,"2018-05-24 02:30:00","02:00:00"
"2018-05-24","02:45:00",10.112,"2018-05-24 02:45:00","02:00:00"
"2018-05-24","03:00:00",10.00533,"2018-05-24 03:00:00","03:00:00"
"2018-05-24","03:15:00",10.00333,"2018-05-24 03:15:00","03:00:00"
"2018-05-24","03:30:00",9.83267,"2018-05-24 03:30:00","03:00:00"
"2018-05-24","03:45:00",9.78133,"2018-05-24 03:45:00","03:00:00"
"2018-05-24","04:00:00",9.73333,"2018-05-24 04:00:00","04:00:00"
"2018-05-24","04:15:00",9.64933,"2018-05-24 04:15:00","04:00:00"
"2018-05-24","04:30:00",9.642,"2018-05-24 04:30:00","04:00:00"
"2018-05-24","04:45:00",9.54,"2018-05-24 04:45:00","04:00:00"
"2018-05-24","05:00:00",9.142,"2018-05-24 05:00:00","05:00:00"
"2018-05-24","05:15:00",9.04533,"2018-05-24 05:15:00","05:00:00"
"2018-05-24","05:30:00",8.93267,"2018-05-24 05:30:00","05:00:00"
"2018-05-24","05:45:00",8.912,"2018-05-24 05:45:00","05:00:00"
"2018-05-24","06:00:00",8.89533,"2018-05-24 06:00:00","06:00:00"
"2018-05-24","06:15:00",8.99533,"2018-05-24 06:15:00","06:00:00"
"2018-05-24","06:30:00",9.17867,"2018-05-24 06:30:00","06:00:00"
"2018-05-24","06:45:00",9.78467,"2018-05-24 06:45:00","06:00:00"
"2018-05-24","07:00:00",10.87067,"2018-05-24 07:00:00","07:00:00"
"2018-05-24","07:15:00",12.228,"2018-05-24 07:15:00","07:00:00"
"2018-05-24","07:30:00",14.332,"2018-05-24 07:30:00","07:00:00"
"2018-05-24","07:45:00",16.05467,"2018-05-24 07:45:00","07:00:00"
"2018-05-24","08:00:00",17.304,"2018-05-24 08:00:00","08:00:00"
"2018-05-24","08:15:00",18.93333,"2018-05-24 08:15:00","08:00:00"
"2018-05-24","08:30:00",19.474,"2018-05-24 08:30:00","08:00:00"
"2018-05-24","08:45:00",20.52467,"2018-05-24 08:45:00","08:00:00"
"2018-05-24","09:00:00",21.398,"2018-05-24 09:00:00","09:00:00"
"2018-05-24","09:15:00",21.914,"2018-05-24 09:15:00","09:00:00"
"2018-05-24","09:30:00",22.07067,"2018-05-24 09:30:00","09:00:00"
"2018-05-24","09:45:00",22.218,"2018-05-24 09:45:00","09:00:00"
"2018-05-24","10:00:00",22.34267,"2018-05-24 10:00:00","10:00:00"
"2018-05-24","10:15:00",22.76467,"2018-05-24 10:15:00","10:00:00"
"2018-05-24","10:30:00",22.82267,"2018-05-24 10:30:00","10:00:00"
"2018-05-24","10:45:00",23.02867,"2018-05-24 10:45:00","10:00:00"
"2018-05-24","11:00:00",23.61267,"2018-05-24 11:00:00","11:00:00"
"2018-05-24","11:15:00",24.07733,"2018-05-24 11:15:00","11:00:00"
"2018-05-24","11:30:00",24.63733,"2018-05-24 11:30:00","11:00:00"
"2018-05-24","11:45:00",25.21333,"2018-05-24 11:45:00","11:00:00"
"2018-05-24","12:00:00",25.47533,"2018-05-24 12:00:00","12:00:00"
"2018-05-24","12:15:00",25.55933,"2018-05-24 12:15:00","12:00:00"
"2018-05-24","12:30:00",25.768,"2018-05-24 12:30:00","12:00:00"
"2018-05-24","12:45:00",25.72133,"2018-05-24 12:45:00","12:00:00"
"2018-05-24","13:00:00",26.264,"2018-05-24 13:00:00","13:00:00"
"2018-05-24","13:15:00",26.55533,"2018-05-24 13:15:00","13:00:00"
"2018-05-24","13:30:00",26.604,"2018-05-24 13:30:00","13:00:00"
"2018-05-24","13:45:00",26.234,"2018-05-24 13:45:00","13:00:00"
"2018-05-24","14:00:00",26.37333,"2018-05-24 14:00:00","14:00:00"
"2018-05-24","14:15:00",26.85466,"2018-05-24 14:15:00","14:00:00"
"2018-05-24","14:30:00",26.69333,"2018-05-24 14:30:00","14:00:00"
"2018-05-24","14:45:00",27.43933,"2018-05-24 14:45:00","14:00:00"
"2018-05-24","15:00:00",27.394,"2018-05-24 15:00:00","15:00:00"
"2018-05-24","15:15:00",27.62,"2018-05-24 15:15:00","15:00:00"
"2018-05-24","15:30:00",27.62133,"2018-05-24 15:30:00","15:00:00"
"2018-05-24","15:45:00",27.756,"2018-05-24 15:45:00","15:00:00"
"2018-05-24","16:00:00",27.78,"2018-05-24 16:00:00","16:00:00"
"2018-05-24","16:15:00",27.692,"2018-05-24 16:15:00","16:00:00"
"2018-05-24","16:30:00",27.80533,"2018-05-24 16:30:00","16:00:00"
"2018-05-24","16:45:00",27.534,"2018-05-24 16:45:00","16:00:00"
"2018-05-24","17:00:00",27.35133,"2018-05-24 17:00:00","17:00:00"
"2018-05-24","17:15:00",27.40267,"2018-05-24 17:15:00","17:00:00"
"2018-05-24","17:30:00",27.18867,"2018-05-24 17:30:00","17:00:00"
"2018-05-24","17:45:00",26.93134,"2018-05-24 17:45:00","17:00:00"
"2018-05-24","18:00:00",26.80733,"2018-05-24 18:00:00","18:00:00"
"2018-05-24","18:15:00",26.40067,"2018-05-24 18:15:00","18:00:00"
"2018-05-24","18:30:00",25.78933,"2018-05-24 18:30:00","18:00:00"
"2018-05-24","18:45:00",25.66933,"2018-05-24 18:45:00","18:00:00"
"2018-05-24","19:00:00",24.884,"2018-05-24 19:00:00","19:00:00"
"2018-05-24","19:15:00",24.026,"2018-05-24 19:15:00","19:00:00"
"2018-05-24","19:30:00",24.22267,"2018-05-24 19:30:00","19:00:00"
"2018-05-24","19:45:00",24.27733,"2018-05-24 19:45:00","19:00:00"
"2018-05-24","20:00:00",23.50933,"2018-05-24 20:00:00","20:00:00"
"2018-05-24","20:15:00",22.10467,"2018-05-24 20:15:00","20:00:00"
"2018-05-24","20:30:00",21.324,"2018-05-24 20:30:00","20:00:00"
"2018-05-24","20:45:00",22.15933,"2018-05-24 20:45:00","20:00:00"
"2018-05-24","21:00:00",21.71733,"2018-05-24 21:00:00","21:00:00"
"2018-05-24","21:15:00",21.00267,"2018-05-24 21:15:00","21:00:00"
"2018-05-24","21:30:00",21.062,"2018-05-24 21:30:00","21:00:00"
"2018-05-24","21:45:00",20.78067,"2018-05-24 21:45:00","21:00:00"
"2018-05-24","22:00:00",20.262,"2018-05-24 22:00:00","22:00:00"
"2018-05-24","22:15:00",19.27733,"2018-05-24 22:15:00","22:00:00"
"2018-05-24","22:30:00",19.30667,"2018-05-24 22:30:00","22:00:00"
"2018-05-24","22:45:00",19.37933,"2018-05-24 22:45:00","22:00:00"
"2018-05-24","23:00:00",19.16667,"2018-05-24 23:00:00","23:00:00"
"2018-05-24","23:15:00",18.96,"2018-05-24 23:15:00","23:00:00"
"2018-05-24","23:30:00",19.12867,"2018-05-24 23:30:00","23:00:00"
"2018-05-24","23:45:00",18.952,"2018-05-24 23:45:00","23:00:00"
"2018-05-25","00:00:00",18.49733,"2018-05-25 00:00:00","00:00:00"
"2018-05-25","00:15:00",18.04933,"2018-05-25 00:15:00","00:00:00"
"2018-05-25","00:30:00",17.02267,"2018-05-25 00:30:00","00:00:00"
"2018-05-25","00:45:00",16.67733,"2018-05-25 00:45:00","00:00:00"
"2018-05-25","01:00:00",17.69934,"2018-05-25 01:00:00","01:00:00"
"2018-05-25","01:15:00",18.28267,"2018-05-25 01:15:00","01:00:00"
"2018-05-25","01:30:00",17.97133,"2018-05-25 01:30:00","01:00:00"
"2018-05-25","01:45:00",16.76,"2018-05-25 01:45:00","01:00:00"
"2018-05-25","02:00:00",16.544,"2018-05-25 02:00:00","02:00:00"
"2018-05-25","02:15:00",16.51267,"2018-05-25 02:15:00","02:00:00"
"2018-05-25","02:30:00",16.56533,"2018-05-25 02:30:00","02:00:00"
"2018-05-25","02:45:00",16.89467,"2018-05-25 02:45:00","02:00:00"
"2018-05-25","03:00:00",17.004,"2018-05-25 03:00:00","03:00:00"
"2018-05-25","03:15:00",16.848,"2018-05-25 03:15:00","03:00:00"
"2018-05-25","03:30:00",16.85067,"2018-05-25 03:30:00","03:00:00"
"2018-05-25","03:45:00",16.85733,"2018-05-25 03:45:00","03:00:00"
"2018-05-25","04:00:00",16.50733,"2018-05-25 04:00:00","04:00:00"
"2018-05-25","04:15:00",16.70133,"2018-05-25 04:15:00","04:00:00"
"2018-05-25","04:30:00",16.67333,"2018-05-25 04:30:00","04:00:00"
"2018-05-25","04:45:00",16.546,"2018-05-25 04:45:00","04:00:00"
"2018-05-25","05:00:00",16.55133,"2018-05-25 05:00:00","05:00:00"
"2018-05-25","05:15:00",16.42867,"2018-05-25 05:15:00","05:00:00"
"2018-05-25","05:30:00",16.26066,"2018-05-25 05:30:00","05:00:00"
"2018-05-25","05:45:00",16.112,"2018-05-25 05:45:00","05:00:00"
"2018-05-25","06:00:00",15.79133,"2018-05-25 06:00:00","06:00:00"
"2018-05-25","06:15:00",15.46333,"2018-05-25 06:15:00","06:00:00"
"2018-05-25","06:30:00",15.934,"2018-05-25 06:30:00","06:00:00"
"2018-05-25","06:45:00",16.69267,"2018-05-25 06:45:00","06:00:00"
"2018-05-25","07:00:00",17.72867,"2018-05-25 07:00:00","07:00:00"
"2018-05-25","07:15:00",18.736,"2018-05-25 07:15:00","07:00:00"
"2018-05-25","07:30:00",19.33,"2018-05-25 07:30:00","07:00:00"
"2018-05-25","07:45:00",19.77533,"2018-05-25 07:45:00","07:00:00"
"2018-05-25","08:00:00",20.24333,"2018-05-25 08:00:00","08:00:00"
"2018-05-25","08:15:00",20.77867,"2018-05-25 08:15:00","08:00:00"
"2018-05-25","08:30:00",21.46933,"2018-05-25 08:30:00","08:00:00"
"2018-05-25","08:45:00",21.79,"2018-05-25 08:45:00","08:00:00"
"2018-05-25","09:00:00",22.32867,"2018-05-25 09:00:00","09:00:00"
"2018-05-25","09:15:00",22.64267,"2018-05-25 09:15:00","09:00:00"
"2018-05-25","09:30:00",23.4,"2018-05-25 09:30:00","09:00:00"
"2018-05-25","09:45:00",24.10134,"2018-05-25 09:45:00","09:00:00"
"2018-05-25","10:00:00",24.29667,"2018-05-25 10:00:00","10:00:00"
"2018-05-25","10:15:00",24.69267,"2018-05-25 10:15:00","10:00:00"
"2018-05-25","10:30:00",24.73,"2018-05-25 10:30:00","10:00:00"
"2018-05-25","10:45:00",25.33133,"2018-05-25 10:45:00","10:00:00"
"2018-05-25","11:00:00",25.61267,"2018-05-25 11:00:00","11:00:00"
"2018-05-25","11:15:00",26.03667,"2018-05-25 11:15:00","11:00:00"
"2018-05-25","11:30:00",26.08801,"2018-05-25 11:30:00","11:00:00"
"2018-05-25","11:45:00",26.40133,"2018-05-25 11:45:00","11:00:00"
"2018-05-25","12:00:00",26.65333,"2018-05-25 12:00:00","12:00:00"
"2018-05-25","12:15:00",26.85267,"2018-05-25 12:15:00","12:00:00"
"2018-05-25","12:30:00",26.85867,"2018-05-25 12:30:00","12:00:00"
"2018-05-25","12:45:00",26.83533,"2018-05-25 12:45:00","12:00:00"
"2018-05-25","13:00:00",27.26067,"2018-05-25 13:00:00","13:00:00"
"2018-05-25","13:15:00",27.51333,"2018-05-25 13:15:00","13:00:00"
"2018-05-25","13:30:00",27.61733,"2018-05-25 13:30:00","13:00:00"
"2018-05-25","13:45:00",27.73066,"2018-05-25 13:45:00","13:00:00"
"2018-05-25","14:00:00",28.29467,"2018-05-25 14:00:00","14:00:00"
"2018-05-25","14:15:00",28.56134,"2018-05-25 14:15:00","14:00:00"
"2018-05-25","14:30:00",28.65533,"2018-05-25 14:30:00","14:00:00"
"2018-05-25","14:45:00",28.788,"2018-05-25 14:45:00","14:00:00"
"2018-05-25","15:00:00",28.662,"2018-05-25 15:00:00","15:00:00"
"2018-05-25","15:15:00",29.02,"2018-05-25 15:15:00","15:00:00"
"2018-05-25","15:30:00",29.13133,"2018-05-25 15:30:00","15:00:00"
"2018-05-25","15:45:00",29.11867,"2018-05-25 15:45:00","15:00:00"
"2018-05-25","16:00:00",29.19333,"2018-05-25 16:00:00","16:00:00"
"2018-05-25","16:15:00",29.39933,"2018-05-25 16:15:00","16:00:00"
"2018-05-25","16:30:00",29.54,"2018-05-25 16:30:00","16:00:00"
"2018-05-25","16:45:00",29.53867,"2018-05-25 16:45:00","16:00:00"
"2018-05-25","17:00:00",29.524,"2018-05-25 17:00:00","17:00:00"
"2018-05-25","17:15:00",29.478,"2018-05-25 17:15:00","17:00:00"
"2018-05-25","17:30:00",29.39267,"2018-05-25 17:30:00","17:00:00"
"2018-05-25","17:45:00",28.656,"2018-05-25 17:45:00","17:00:00"
"2018-05-25","18:00:00",28.40133,"2018-05-25 18:00:00","18:00:00"
"2018-05-25","18:15:00",28.026,"2018-05-25 18:15:00","18:00:00"
"2018-05-25","18:30:00",27.868,"2018-05-25 18:30:00","18:00:00"
"2018-05-25","18:45:00",27.59466,"2018-05-25 18:45:00","18:00:00"
"2018-05-25","19:00:00",27.28,"2018-05-25 19:00:00","19:00:00"
"2018-05-25","19:15:00",26.72133,"2018-05-25 19:15:00","19:00:00"
"2018-05-25","19:30:00",26.46066,"2018-05-25 19:30:00","19:00:00"
"2018-05-25","19:45:00",26.12734,"2018-05-25 19:45:00","19:00:00"
"2018-05-25","20:00:00",25.76333,"2018-05-25 20:00:00","20:00:00"
"2018-05-25","20:15:00",25.11867,"2018-05-25 20:15:00","20:00:00"
"2018-05-25","20:30:00",24.604,"2018-05-25 20:30:00","20:00:00"
"2018-05-25","20:45:00",24.21133,"2018-05-25 20:45:00","20:00:00"
"2018-05-25","21:00:00",23.682,"2018-05-25 21:00:00","21:00:00"
"2018-05-25","21:15:00",23.27534,"2018-05-25 21:15:00","21:00:00"
"2018-05-25","21:30:00",22.85333,"2018-05-25 21:30:00","21:00:00"
"2018-05-25","21:45:00",22.36733,"2018-05-25 21:45:00","21:00:00"
"2018-05-25","22:00:00",22.02333,"2018-05-25 22:00:00","22:00:00"
"2018-05-25","22:15:00",21.49667,"2018-05-25 22:15:00","22:00:00"
"2018-05-25","22:30:00",21.40467,"2018-05-25 22:30:00","22:00:00"
"2018-05-25","22:45:00",21.23,"2018-05-25 22:45:00","22:00:00"
"2018-05-25","23:00:00",20.92133,"2018-05-25 23:00:00","23:00:00"
"2018-05-25","23:15:00",20.69133,"2018-05-25 23:15:00","23:00:00"
"2018-05-25","23:30:00",20.69667,"2018-05-25 23:30:00","23:00:00"
"2018-05-25","23:45:00",20.446,"2018-05-25 23:45:00","23:00:00"
"2018-05-26","00:00:00",20.52733,"2018-05-26 00:00:00","00:00:00"
"2018-05-26","00:15:00",20.52267,"2018-05-26 00:15:00","00:00:00"
"2018-05-26","00:30:00",20.39933,"2018-05-26 00:30:00","00:00:00"
"2018-05-26","00:45:00",20.23667,"2018-05-26 00:45:00","00:00:00"
"2018-05-26","01:00:00",20.22067,"2018-05-26 01:00:00","01:00:00"
"2018-05-26","01:15:00",20.39533,"2018-05-26 01:15:00","01:00:00"
"2018-05-26","01:30:00",20.55133,"2018-05-26 01:30:00","01:00:00"
"2018-05-26","01:45:00",20.52733,"2018-05-26 01:45:00","01:00:00"
"2018-05-26","02:00:00",20.37067,"2018-05-26 02:00:00","02:00:00"
"2018-05-26","02:15:00",20.074,"2018-05-26 02:15:00","02:00:00"
"2018-05-26","02:30:00",19.78267,"2018-05-26 02:30:00","02:00:00"
"2018-05-26","02:45:00",19.69467,"2018-05-26 02:45:00","02:00:00"
"2018-05-26","03:00:00",19.83933,"2018-05-26 03:00:00","03:00:00"
"2018-05-26","03:15:00",19.79733,"2018-05-26 03:15:00","03:00:00"
"2018-05-26","03:30:00",19.70867,"2018-05-26 03:30:00","03:00:00"
"2018-05-26","03:45:00",19.75067,"2018-05-26 03:45:00","03:00:00"
"2018-05-26","04:00:00",19.97867,"2018-05-26 04:00:00","04:00:00"
"2018-05-26","04:15:00",19.77333,"2018-05-26 04:15:00","04:00:00"
"2018-05-26","04:30:00",19.38867,"2018-05-26 04:30:00","04:00:00"
"2018-05-26","04:45:00",19.14,"2018-05-26 04:45:00","04:00:00"
"2018-05-26","05:00:00",18.89533,"2018-05-26 05:00:00","05:00:00"
"2018-05-26","05:15:00",18.76067,"2018-05-26 05:15:00","05:00:00"
"2018-05-26","05:30:00",18.622,"2018-05-26 05:30:00","05:00:00"
"2018-05-26","05:45:00",18.67933,"2018-05-26 05:45:00","05:00:00"
"2018-05-26","06:00:00",18.85467,"2018-05-26 06:00:00","06:00:00"
"2018-05-26","06:15:00",18.7,"2018-05-26 06:15:00","06:00:00"
"2018-05-26","06:30:00",19.06467,"2018-05-26 06:30:00","06:00:00"
"2018-05-26","06:45:00",19.28267,"2018-05-26 06:45:00","06:00:00"
"2018-05-26","07:00:00",18.84333,"2018-05-26 07:00:00","07:00:00"
"2018-05-26","07:15:00",18.87,"2018-05-26 07:15:00","07:00:00"
"2018-05-26","07:30:00",19.112,"2018-05-26 07:30:00","07:00:00"
"2018-05-26","07:45:00",19.52733,"2018-05-26 07:45:00","07:00:00"
"2018-05-26","08:00:00",20.31734,"2018-05-26 08:00:00","08:00:00"
"2018-05-26","08:15:00",20.632,"2018-05-26 08:15:00","08:00:00"
"2018-05-26","08:30:00",21.334,"2018-05-26 08:30:00","08:00:00"
"2018-05-26","08:45:00",22.578,"2018-05-26 08:45:00","08:00:00"
"2018-05-26","09:00:00",23.66266,"2018-05-26 09:00:00","09:00:00"
"2018-05-26","09:15:00",23.728,"2018-05-26 09:15:00","09:00:00"
"2018-05-26","09:30:00",23.91933,"2018-05-26 09:30:00","09:00:00"
"2018-05-26","09:45:00",25.734,"2018-05-26 09:45:00","09:00:00"
